Date,HomeTeam,AwayTeam,FTR,HomeFTHG_all_avg_25,AwayFTHG_all_avg_25,HomeFTAG_all_avg_25,AwayFTAG_all_avg_25,HomeHTHG_all_avg_25,AwayHTHG_all_avg_25,HomeHTAG_all_avg_25,AwayHTAG_all_avg_25,HomeHS_all_avg_25,AwayHS_all_avg_25,HomeAS_all_avg_25,AwayAS_all_avg_25,HomeHST_all_avg_25,AwayHST_all_avg_25,HomeAST_all_avg_25,AwayAST_all_avg_25,HomeHC_all_avg_25,AwayHC_all_avg_25,HomeAC_all_avg_25,AwayAC_all_avg_25,HomeHF_all_avg_25,AwayHF_all_avg_25,HomeAF_all_avg_25,AwayAF_all_avg_25,HomeHY_all_avg_25,AwayHY_all_avg_25,HomeAY_all_avg_25,AwayAY_all_avg_25,HomeHR_all_avg_25,AwayHR_all_avg_25,HomeAR_all_avg_25,AwayAR_all_avg_25,HomeFTHG_same_avg_2,AwayFTAG_same_avg_2,HomeHTHG_same_avg_2,AwayHTAG_same_avg_2,HomeHS_same_avg_2,AwayAS_same_avg_2,HomeHST_same_avg_2,AwayAST_same_avg_2,HomeHC_same_avg_2,AwayAC_same_avg_2,HomeHF_same_avg_2,AwayAF_same_avg_2,HomeHY_same_avg_2,AwayAY_same_avg_2,HomeHR_same_avg_2,AwayAR_same_avg_2
2010-10-31,Aston Villa,Birmingham,D,1.44,2.0,0.68,1.04,0.8,0.8,0.4,0.48,12.48,15.12,12.12,8.92,6.48,9.2,7.12,5.44,7.72,6.36,6.0,4.48,12.16,12.44,11.48,11.44,1.32,1.16,1.84,2.12,0.0,0.12,0.08,0.0,3.0,0.5,1.0,0.0,13.0,13.5,7.5,10.0,7.0,6.5,11.5,18.0,0.5,2.5,0.0,0.0
2010-10-31,Newcastle,Sunderland,H,1.4,1.76,1.48,0.8,0.64,0.8,0.64,0.4,11.36,13.88,11.88,10.12,6.56,7.04,6.28,4.96,4.96,6.0,5.32,4.68,10.76,10.68,14.12,12.44,1.2,1.32,2.12,1.84,0.16,0.12,0.04,0.32,1.5,0.5,1.0,0.5,11.5,14.0,7.0,8.5,4.0,3.5,10.5,16.0,1.0,4.5,0.0,0.0
2010-11-01,Blackpool,West Brom,H,,2.0,,0.68,,0.96,,0.08,,16.28,,10.6,,9.88,,5.44,,6.84,,5.2,,11.84,,11.12,,1.04,,1.48,,0.04,,0.04,,,,,,,,,,,,,,,,
2010-11-06,Birmingham,West Ham,D,1.08,1.96,0.68,0.8,0.4,0.84,0.16,0.4,10.8,15.24,13.32,10.4,5.72,8.24,6.56,5.56,5.36,7.72,6.16,4.2,10.4,11.52,13.52,13.0,1.8,1.44,1.76,2.0,0.08,0.12,0.12,0.12,0.5,0.5,0.0,0.0,11.0,13.5,6.0,6.0,10.0,6.0,14.0,14.0,3.5,3.0,0.0,0.5
2010-11-06,Blackburn,Wigan,H,1.28,2.56,0.92,0.88,0.6,0.8,0.4,0.36,12.4,13.84,11.16,11.28,6.72,8.08,6.16,5.92,4.68,5.96,4.96,4.0,13.68,12.2,12.08,12.64,1.4,1.72,1.76,1.72,0.12,0.08,0.04,0.12,2.0,0.5,1.0,0.0,13.5,15.0,7.5,8.0,4.0,7.5,15.5,12.0,1.5,0.5,0.0,0.0
2010-11-06,Blackpool,Everton,D,,1.24,,1.2,,0.68,,0.56,,11.6,,11.84,,6.28,,7.52,,5.04,,5.6,,12.68,,13.24,,1.4,,1.6,,0.04,,0.04,,,,,,,,,,,,,,,,
2010-11-06,Bolton,Tottenham,H,1.32,1.52,1.52,1.32,0.64,0.68,0.52,0.56,13.48,14.44,13.48,12.76,7.88,8.28,7.8,7.48,5.44,5.88,6.72,5.2,13.0,12.52,11.84,10.72,1.72,1.6,1.68,1.52,0.16,0.08,0.04,0.04,2.5,2.0,1.0,0.5,12.5,15.0,8.0,9.5,3.5,7.0,13.0,15.0,1.0,1.0,0.0,0.0
2010-11-06,Fulham,Aston Villa,D,1.36,1.44,0.88,1.12,0.44,0.64,0.56,0.64,12.08,15.0,9.4,10.32,6.32,8.92,4.64,6.0,5.16,7.84,4.36,5.56,10.12,10.8,11.84,13.2,0.92,1.24,1.16,2.0,0.0,0.12,0.12,0.08,1.5,1.5,0.5,1.5,15.0,8.0,9.5,4.0,8.0,4.0,10.0,12.0,0.5,1.0,0.0,0.0
2010-11-06,Man United,Wolves,H,2.6,1.8,0.64,0.92,0.96,0.72,0.24,0.4,17.6,15.56,8.2,8.24,9.88,8.68,4.08,4.2,7.72,6.6,2.96,5.36,10.64,10.24,10.8,13.56,1.24,0.96,1.84,2.28,0.0,0.0,0.04,0.2,2.0,0.0,1.0,0.0,13.0,8.0,7.0,1.5,9.0,2.5,8.5,11.5,1.5,1.5,0.0,0.0
2010-11-06,Sunderland,Stoke,H,1.56,1.56,1.0,0.6,0.72,0.84,0.32,0.12,11.0,15.04,12.0,8.0,6.04,8.68,6.4,3.64,4.92,6.6,6.32,3.6,12.6,9.76,12.4,10.92,2.0,0.8,2.24,1.76,0.12,0.04,0.16,0.08,1.0,0.0,0.0,0.0,9.0,4.5,5.5,2.0,5.0,3.0,7.0,12.5,2.0,2.0,0.0,0.5
2010-11-07,Arsenal,Newcastle,A,2.68,1.6,0.84,0.88,1.16,0.96,0.56,0.4,17.64,14.12,6.4,8.6,10.64,7.04,3.88,4.44,7.4,5.04,3.04,3.84,10.68,12.24,12.68,11.52,1.4,1.84,1.96,2.08,0.08,0.0,0.12,0.16,3.0,0.0,1.5,0.0,15.0,5.5,9.0,2.5,8.0,1.5,11.5,13.0,1.5,2.5,0.0,0.0
2010-11-07,Liverpool,Chelsea,H,2.12,0.92,0.88,1.96,0.88,0.44,0.4,0.76,15.68,9.52,7.8,15.52,8.56,5.28,4.0,8.12,8.2,4.72,3.48,6.76,11.36,11.6,11.6,11.6,1.2,1.64,2.08,2.08,0.12,0.04,0.2,0.12,1.0,1.0,0.0,0.5,14.0,9.5,8.5,6.0,10.5,3.0,13.5,11.0,2.5,2.5,0.0,0.5
2010-11-07,West Brom,Man City,A,1.36,1.28,1.52,1.56,0.48,0.56,0.92,0.68,13.56,12.88,11.48,11.24,7.36,6.72,6.4,6.44,6.4,5.24,4.68,5.08,11.2,11.44,11.24,10.76,1.84,1.6,1.32,1.68,0.04,0.16,0.12,0.08,2.0,0.5,0.5,0.0,11.5,9.5,5.5,4.5,4.5,6.5,13.5,11.0,1.5,2.5,0.0,0.5
2010-11-09,Stoke,Birmingham,H,1.28,1.8,1.08,1.0,0.68,0.72,0.36,0.48,10.6,14.76,10.84,8.88,5.64,8.96,6.32,5.44,6.0,6.12,5.36,4.32,12.16,12.52,10.48,11.08,1.64,1.24,1.96,2.2,0.12,0.12,0.04,0.0,,,,,,,,,,,,,,,,
2010-11-09,Tottenham,Sunderland,D,1.92,1.96,0.68,0.84,0.84,0.92,0.24,0.4,17.92,14.2,9.92,9.96,10.4,7.36,5.32,5.0,7.6,5.92,4.76,4.8,10.4,10.52,12.88,13.04,1.44,1.36,2.08,2.08,0.0,0.12,0.08,0.36,1.5,1.0,0.5,0.0,14.0,13.0,9.5,6.5,8.0,5.0,11.0,15.5,1.0,2.0,0.0,0.0
2010-11-10,Wolves,Arsenal,A,0.8,1.24,1.2,1.68,0.4,0.44,0.56,0.8,11.48,10.16,11.76,13.48,6.68,5.4,6.88,7.56,5.28,4.68,4.64,6.84,11.64,13.24,12.08,11.88,1.36,1.92,1.52,1.88,0.08,0.2,0.12,0.08,1.0,3.5,0.5,2.0,10.0,10.5,5.5,6.5,5.0,4.0,13.5,16.5,2.0,2.0,0.0,0.0
2010-11-10,Wigan,Liverpool,D,0.92,1.12,1.52,0.92,0.32,0.48,0.48,0.28,14.96,10.72,9.64,11.56,7.92,5.68,5.4,6.32,5.2,4.72,4.16,5.4,12.24,13.04,12.2,11.88,1.4,1.76,1.96,1.6,0.0,0.04,0.16,0.12,1.0,0.5,0.5,0.5,7.5,10.5,2.5,4.0,3.0,4.5,13.5,15.5,1.0,2.5,0.0,0.0
2010-11-10,West Ham,West Brom,D,1.48,1.96,1.56,0.72,0.68,0.92,0.6,0.08,13.4,16.56,13.4,10.88,7.52,9.84,7.6,5.6,5.2,7.0,5.68,5.2,12.36,11.84,13.76,11.2,1.44,1.12,2.04,1.56,0.04,0.04,0.2,0.12,0.5,0.0,0.0,0.0,9.5,9.0,5.0,5.0,5.5,4.5,12.5,11.0,1.5,0.5,0.0,0.0
2010-11-10,Newcastle,Blackburn,A,1.52,1.84,1.52,0.72,0.68,0.64,0.64,0.4,11.68,14.2,11.84,9.2,6.88,8.56,6.16,4.84,5.12,6.48,5.4,4.88,10.76,11.24,14.32,13.24,1.32,1.32,2.16,1.76,0.16,0.04,0.08,0.04,0.5,1.5,0.0,1.0,10.5,11.5,5.5,7.0,9.5,6.0,8.0,13.0,0.5,3.0,0.0,0.0
2010-11-10,Everton,Bolton,D,1.8,1.8,1.08,0.92,0.64,0.68,0.48,0.48,15.2,15.44,10.04,10.48,8.56,8.4,5.48,5.28,6.24,7.68,4.8,4.48,11.52,11.8,15.4,13.92,1.12,1.12,1.96,2.12,0.04,0.0,0.2,0.16,2.5,0.0,0.5,0.0,19.0,6.5,11.0,4.0,7.0,3.5,9.5,17.0,1.0,1.0,0.0,0.5
2010-11-10,Chelsea,Fulham,H,3.44,1.48,0.56,0.72,1.52,0.68,0.28,0.32,20.12,14.12,8.12,9.04,11.68,7.6,4.0,4.68,7.16,6.4,3.76,4.28,10.2,10.72,11.12,12.04,0.88,1.16,1.56,1.56,0.08,0.04,0.04,0.04,2.5,1.0,1.0,1.0,15.5,5.5,8.0,3.0,7.5,5.0,7.5,10.0,0.5,1.0,0.0,0.0
2010-11-10,Aston Villa,Blackpool,H,1.4,,0.68,,0.76,,0.4,,12.28,,12.16,,6.28,,7.16,,7.24,,5.88,,12.16,,11.52,,1.4,,1.88,,0.0,,0.08,,,,,,,,,,,,,,,,,
2010-11-10,Man City,Man United,D,1.96,0.96,1.0,1.76,1.0,0.36,0.48,0.64,12.68,11.84,9.68,13.84,7.04,6.72,4.64,7.36,7.72,4.68,4.92,6.72,10.68,11.44,11.92,11.68,1.24,1.68,2.32,1.52,0.04,0.04,0.08,0.16,0.0,1.0,0.0,0.5,9.0,12.5,3.0,5.5,5.0,6.5,12.5,13.5,2.0,3.0,0.0,0.5
2010-11-13,Aston Villa,Man United,D,1.48,0.96,0.76,1.72,0.76,0.36,0.44,0.6,12.44,11.6,12.32,13.64,6.56,6.56,7.28,7.32,7.48,4.68,6.08,6.8,12.12,11.16,11.52,11.72,1.48,1.6,1.92,1.56,0.0,0.04,0.04,0.16,0.5,0.5,0.5,0.5,10.0,12.0,6.5,6.5,2.0,6.5,10.5,12.5,0.5,0.5,0.0,0.5
2010-11-13,Man City,Birmingham,D,1.92,1.84,1.0,1.08,0.96,0.76,0.48,0.48,12.12,15.16,9.64,9.36,6.72,9.2,4.64,5.84,7.44,6.44,4.76,4.16,10.76,12.36,12.0,10.92,1.24,1.16,2.4,2.0,0.04,0.12,0.08,0.0,3.0,0.5,2.0,0.5,14.5,9.0,6.0,5.5,7.0,5.5,14.5,10.5,1.5,2.5,0.0,0.0
2010-11-13,Newcastle,Fulham,D,1.56,1.52,1.52,0.68,0.68,0.72,0.68,0.28,11.52,14.4,11.4,8.76,6.8,7.76,6.0,4.6,5.24,6.32,5.2,4.36,10.88,11.0,14.32,11.96,1.36,1.24,2.24,1.44,0.16,0.04,0.08,0.04,1.0,0.5,0.5,0.5,13.5,10.5,7.5,5.0,6.0,3.0,8.0,11.0,0.0,2.0,0.5,0.0
2010-11-13,Stoke,Liverpool,H,1.32,1.16,1.16,0.88,0.72,0.48,0.36,0.28,10.84,10.64,11.08,11.24,5.8,5.72,6.6,6.04,6.16,4.48,5.4,5.36,12.08,12.8,10.36,12.12,1.64,1.68,1.96,1.68,0.12,0.04,0.04,0.12,0.5,0.5,0.0,0.0,5.5,5.5,2.5,3.0,7.0,2.5,12.0,10.0,1.5,2.0,0.0,0.0
2010-11-13,Tottenham,Blackburn,H,1.88,1.8,0.68,0.8,0.8,0.6,0.24,0.44,18.28,13.72,9.88,9.16,10.72,8.2,5.36,4.84,8.12,6.6,4.6,4.76,10.44,11.64,13.2,13.6,1.52,1.4,2.08,1.84,0.0,0.04,0.08,0.04,2.0,0.5,1.0,0.0,15.0,9.5,7.0,6.5,5.5,6.0,13.5,11.0,1.0,1.5,0.0,0.5
2010-11-13,West Ham,Blackpool,D,1.48,,1.6,,0.68,,0.64,,13.16,,13.28,,7.4,,7.6,,5.28,,5.76,,12.32,,13.56,,1.56,,2.0,,0.04,,0.2,,,,,,,,,,,,,,,,,
2010-11-13,Wigan,West Brom,H,0.96,1.96,1.52,0.72,0.32,0.96,0.48,0.08,14.64,16.0,9.6,11.2,8.04,9.32,5.4,5.64,5.24,6.68,4.16,5.4,12.2,11.72,11.76,10.68,1.4,1.2,1.92,1.48,0.0,0.04,0.16,0.12,1.0,1.0,0.0,0.0,22.0,12.0,10.5,7.5,6.0,6.5,12.0,11.5,0.0,2.5,0.0,0.5
2010-11-13,Wolves,Bolton,A,0.8,1.8,1.2,0.96,0.4,0.64,0.56,0.48,11.32,15.56,11.68,10.56,6.56,8.4,6.72,5.32,5.28,7.68,4.6,4.52,11.68,11.8,12.2,14.0,1.36,1.12,1.56,2.24,0.04,0.04,0.12,0.16,1.5,1.5,1.0,0.5,10.0,15.0,7.0,7.0,8.5,9.5,10.5,13.5,2.0,1.0,0.0,0.0
2010-11-14,Chelsea,Sunderland,A,3.4,1.88,0.56,0.84,1.52,0.92,0.28,0.4,20.04,14.64,8.0,9.48,11.6,7.68,3.92,4.8,7.28,6.4,3.76,4.68,10.52,10.32,11.48,13.4,0.92,1.4,1.48,2.12,0.12,0.12,0.04,0.36,6.0,1.0,3.5,0.0,20.0,4.0,12.0,1.5,9.5,0.5,4.5,10.5,0.0,1.0,0.0,0.0
2010-11-14,Everton,Arsenal,A,1.72,1.24,1.08,1.76,0.6,0.44,0.44,0.84,15.4,10.28,10.12,13.4,8.68,5.48,5.56,7.44,6.6,4.8,5.08,6.68,11.24,13.0,15.32,11.88,1.08,1.96,2.0,1.76,0.08,0.2,0.16,0.08,1.0,3.5,0.0,1.5,7.5,11.0,4.0,6.5,5.5,7.5,10.0,12.0,1.0,1.0,0.0,0.0
2010-11-20,Man United,Wigan,H,2.68,2.52,0.68,0.88,1.0,0.76,0.24,0.32,17.72,13.76,7.96,11.48,10.08,7.8,3.88,6.16,7.76,5.88,2.8,4.12,10.36,12.36,10.68,12.92,1.28,1.64,1.64,1.8,0.0,0.08,0.04,0.12,3.0,0.0,2.0,0.0,16.0,12.0,11.0,4.5,5.5,4.5,7.5,10.0,0.0,2.0,0.0,0.0
2010-11-20,West Brom,Stoke,A,1.36,1.48,1.56,0.56,0.48,0.72,0.96,0.08,13.44,14.64,11.44,8.32,7.48,8.52,6.4,3.8,6.28,6.6,4.48,3.96,11.48,9.8,11.28,11.0,1.96,0.76,1.48,1.96,0.08,0.04,0.16,0.08,,,,,,,,,,,,,,,,
2010-11-20,Liverpool,West Ham,H,2.08,1.92,0.84,0.84,0.92,0.8,0.4,0.36,15.24,14.84,7.92,10.72,8.48,8.08,4.12,5.76,7.92,7.6,3.6,4.24,11.4,11.4,12.12,13.0,1.2,1.4,2.12,1.96,0.12,0.12,0.2,0.08,1.5,0.0,1.0,0.0,19.0,6.5,8.0,2.5,13.0,3.5,6.5,9.5,0.5,1.5,0.0,0.0
2010-11-20,Bolton,Newcastle,H,1.44,1.48,1.56,0.88,0.64,0.92,0.52,0.44,13.56,13.76,13.12,8.76,7.84,6.92,7.56,4.44,5.52,5.28,6.68,3.84,13.08,12.44,11.84,11.52,1.72,1.96,1.6,2.04,0.16,0.04,0.04,0.16,1.0,1.5,0.0,1.5,11.5,13.0,7.5,8.0,2.5,6.5,14.5,12.5,1.5,2.0,0.0,0.0
2010-11-20,Blackpool,Wolves,H,,1.84,,0.92,,0.72,,0.4,,15.36,,7.96,,8.76,,4.16,,6.2,,5.32,,9.96,,13.56,,0.96,,2.2,,0.0,,0.2,,,,,,,,,,,,,,,,
2010-11-20,Birmingham,Chelsea,H,1.0,0.92,0.72,1.84,0.36,0.52,0.16,0.76,10.52,9.56,13.4,15.4,5.56,5.28,6.52,8.04,5.28,4.56,6.24,6.68,10.24,11.88,13.64,12.0,1.68,1.6,1.72,2.12,0.08,0.04,0.12,0.12,0.0,0.5,0.0,0.0,13.0,19.5,5.5,10.5,6.5,10.5,7.5,11.0,1.0,1.5,0.0,0.5
2010-11-20,Arsenal,Tottenham,A,2.52,1.56,0.84,1.36,1.0,0.68,0.56,0.56,17.12,14.36,6.56,12.88,10.52,8.24,3.92,7.56,7.64,5.8,3.12,5.36,10.96,12.48,12.72,10.92,1.48,1.64,2.0,1.48,0.12,0.08,0.12,0.04,3.5,2.0,1.5,0.5,19.0,8.0,12.0,5.5,7.5,1.5,9.0,13.5,1.0,2.5,0.0,0.0
2010-11-21,Blackburn,Aston Villa,H,1.36,1.44,0.96,1.12,0.6,0.6,0.4,0.68,12.4,15.16,11.28,10.6,6.64,9.08,6.36,6.08,4.64,7.72,4.84,5.36,13.76,10.84,12.24,12.72,1.4,1.28,1.8,1.92,0.08,0.12,0.04,0.08,1.0,1.5,0.5,1.0,16.0,12.5,7.5,6.5,5.0,9.0,12.5,10.0,2.0,1.5,0.5,0.0
2010-11-21,Fulham,Man City,A,1.4,1.2,0.84,1.6,0.44,0.52,0.56,0.76,12.24,12.96,9.48,11.24,6.56,6.84,4.56,6.52,5.2,5.32,4.4,4.84,10.0,11.84,11.6,11.12,0.96,1.72,1.16,1.8,0.0,0.2,0.12,0.12,1.0,1.5,0.5,1.5,11.0,14.5,6.0,8.0,6.5,4.5,7.0,7.0,1.0,0.5,0.0,0.0
2010-11-22,Sunderland,Everton,D,1.56,1.32,0.88,1.2,0.76,0.72,0.32,0.56,11.24,11.64,11.88,12.12,6.04,6.44,6.24,7.68,4.92,5.08,6.4,5.8,12.68,12.64,12.64,13.32,1.96,1.48,2.4,1.64,0.12,0.04,0.16,0.04,0.5,1.5,0.5,0.0,9.0,11.0,4.5,6.0,6.5,7.5,16.0,14.0,2.0,3.5,0.0,0.0
2010-11-27,Aston Villa,Arsenal,A,1.56,1.24,0.76,1.6,0.76,0.44,0.4,0.76,12.48,10.52,12.4,13.32,6.6,5.56,7.4,7.4,7.68,5.0,6.12,6.4,11.96,13.16,11.32,11.92,1.52,2.04,2.0,1.84,0.0,0.2,0.04,0.08,1.0,1.0,0.0,0.5,10.5,10.0,5.5,7.0,7.0,6.5,13.0,12.5,3.0,3.0,0.0,0.0
2010-11-27,Bolton,Blackpool,D,1.64,,1.56,,0.72,,0.48,,13.84,,12.56,,8.08,,7.08,,5.44,,6.52,,12.96,,11.8,,1.64,,1.64,,0.16,,0.08,,,,,,,,,,,,,,,,,
2010-11-27,Everton,West Brom,A,1.72,1.96,0.92,0.72,0.6,0.92,0.36,0.08,15.64,15.56,10.04,11.48,8.76,8.92,5.52,5.72,6.8,6.6,4.8,5.4,11.4,11.8,15.36,10.88,1.16,1.24,2.08,1.52,0.08,0.04,0.16,0.12,2.0,1.0,0.5,0.5,16.5,11.5,12.0,7.0,8.5,4.0,12.5,16.0,1.0,1.5,0.0,0.0
2010-11-27,Fulham,Birmingham,D,1.44,1.8,0.92,1.08,0.44,0.72,0.64,0.48,12.44,14.96,9.44,9.32,6.64,8.96,4.72,5.8,5.32,6.16,4.4,4.24,10.08,12.44,11.84,11.08,1.04,1.2,1.2,1.96,0.0,0.12,0.12,0.0,2.0,0.5,0.0,0.5,10.0,5.5,6.0,3.0,2.5,4.5,9.5,14.0,1.5,3.0,0.0,0.0
2010-11-27,Man United,Blackburn,H,2.72,1.88,0.68,0.84,1.0,0.64,0.24,0.4,17.36,14.2,8.12,8.92,9.88,8.48,3.88,4.96,7.68,7.08,2.76,4.6,10.24,11.6,10.96,13.48,1.24,1.4,1.68,1.88,0.0,0.04,0.12,0.04,2.0,0.5,0.5,0.5,17.5,7.0,9.0,4.0,5.5,4.5,8.5,20.0,1.0,2.0,0.0,0.0
2010-11-27,Stoke,Man City,D,1.32,1.24,1.16,1.68,0.64,0.52,0.36,0.84,10.92,12.64,11.12,11.36,5.88,6.6,6.64,6.64,6.2,5.4,5.28,4.96,12.04,11.88,10.36,11.4,1.64,1.72,2.0,1.8,0.12,0.2,0.08,0.12,1.0,0.5,0.5,0.0,7.5,13.0,4.5,5.0,5.0,4.5,15.0,11.5,2.0,2.0,1.0,0.0
2010-11-27,West Ham,Wigan,H,1.44,2.52,1.52,0.88,0.68,0.8,0.64,0.32,13.16,13.92,13.24,11.56,7.24,7.96,7.4,6.2,5.44,6.08,5.72,4.04,12.08,12.44,13.4,13.04,1.48,1.64,2.0,1.88,0.04,0.08,0.2,0.2,2.5,1.5,2.0,0.5,12.0,17.0,7.5,9.5,5.0,7.5,11.5,10.5,1.5,1.5,0.0,0.0
2010-11-27,Wolves,Sunderland,H,0.88,1.88,1.24,0.92,0.4,0.92,0.56,0.4,10.96,14.76,11.56,9.44,6.36,7.84,6.48,4.64,5.44,6.48,4.48,4.52,11.72,10.04,12.4,13.52,1.4,1.36,1.56,2.16,0.04,0.12,0.12,0.36,,,,,,,,,,,,,,,,
2010-11-28,Tottenham,Liverpool,H,1.96,1.16,0.72,0.84,0.84,0.44,0.24,0.28,18.4,10.52,10.12,11.4,10.76,5.56,5.56,6.16,8.36,4.4,4.64,5.28,10.32,12.8,13.0,11.88,1.48,1.64,2.04,1.68,0.0,0.04,0.08,0.16,2.0,1.0,0.5,0.5,12.5,10.0,7.5,4.5,5.0,4.5,16.0,14.5,2.0,2.5,0.0,0.0
2010-11-28,Newcastle,Chelsea,D,1.52,0.92,1.52,1.72,0.68,0.52,0.68,0.76,11.64,9.44,11.44,15.56,6.76,5.2,6.16,8.04,5.28,4.68,5.16,6.68,11.0,11.68,14.56,11.68,1.4,1.6,2.24,2.04,0.16,0.04,0.08,0.12,0.0,2.0,0.0,0.0,9.5,17.0,4.5,9.5,2.5,6.0,10.0,16.0,1.0,2.0,0.0,0.0
2010-12-04,Arsenal,Fulham,H,2.44,1.52,0.92,0.64,1.0,0.72,0.52,0.24,16.84,14.28,6.6,8.8,10.16,7.88,4.0,4.8,7.4,6.28,3.2,4.4,11.28,11.0,12.96,12.0,1.56,1.2,2.04,1.44,0.12,0.04,0.12,0.04,2.0,0.0,1.5,0.0,16.0,8.5,9.5,2.5,8.0,4.0,8.5,12.0,1.0,1.0,0.0,0.0
2010-12-04,Birmingham,Tottenham,D,1.0,1.6,0.72,1.28,0.4,0.72,0.16,0.44,10.2,14.48,14.0,12.56,5.4,8.24,6.72,7.32,5.28,5.64,6.6,5.4,10.16,12.24,12.92,11.04,1.76,1.64,1.52,1.44,0.08,0.08,0.12,0.04,2.5,1.0,0.5,0.0,12.5,20.0,8.0,11.0,5.0,7.0,13.0,9.0,2.5,1.0,0.0,0.0
2010-12-04,Blackburn,Wolves,H,1.44,1.92,0.88,0.92,0.64,0.8,0.36,0.36,12.28,15.16,11.6,8.36,6.48,8.92,6.6,4.44,4.64,6.2,5.0,5.6,13.88,9.92,12.28,13.08,1.32,0.96,1.8,2.16,0.08,0.0,0.04,0.2,4.0,1.0,1.5,0.0,19.0,8.5,11.5,5.0,8.0,4.0,10.5,15.0,1.0,1.5,0.0,0.0
2010-12-04,Chelsea,Everton,D,3.32,1.36,0.64,1.28,1.48,0.72,0.28,0.6,19.56,11.84,8.48,11.84,11.4,6.6,4.16,7.56,7.04,5.12,3.72,5.68,10.36,12.4,11.4,13.08,0.92,1.44,1.48,1.72,0.12,0.04,0.04,0.04,1.5,1.5,1.0,1.0,21.5,12.0,9.5,6.0,5.5,3.5,11.0,13.5,0.0,1.0,0.0,0.0
2010-12-04,Man City,Bolton,H,1.88,1.84,1.0,1.08,0.92,0.64,0.48,0.52,12.32,15.48,9.44,10.28,6.72,8.44,4.68,5.2,7.48,8.0,4.68,4.16,11.08,11.44,12.0,13.64,1.32,1.04,2.36,2.16,0.04,0.04,0.08,0.16,1.5,0.0,1.0,0.0,14.0,9.5,8.0,4.5,10.5,6.0,8.0,14.0,0.0,1.0,0.0,0.0
2010-12-04,Wigan,Stoke,D,1.0,1.32,1.32,0.68,0.32,0.64,0.48,0.08,14.52,14.52,9.44,8.32,7.92,8.32,5.12,3.84,5.32,6.48,4.16,3.88,12.28,9.8,11.96,11.0,1.36,0.76,1.88,1.92,0.0,0.04,0.16,0.08,0.5,0.5,0.5,0.0,19.0,6.0,12.5,3.5,7.5,4.0,11.0,9.5,1.5,3.0,0.0,0.0
2010-12-05,West Brom,Newcastle,H,1.32,1.64,1.6,0.88,0.48,0.96,0.96,0.4,13.48,13.76,11.32,8.56,7.64,6.8,6.28,4.32,6.16,5.12,4.4,3.72,11.44,12.36,11.08,11.44,1.84,1.84,1.44,2.12,0.08,0.04,0.16,0.2,1.0,3.0,0.5,1.5,10.5,10.5,5.5,7.5,6.0,4.0,8.0,12.5,1.0,1.5,0.0,0.0
2010-12-05,Sunderland,West Ham,H,1.6,2.04,0.84,0.76,0.76,0.92,0.36,0.32,11.6,14.84,11.48,10.32,6.24,8.08,6.2,5.28,5.04,7.68,6.0,4.08,12.32,11.36,12.52,13.12,1.88,1.4,2.4,2.0,0.12,0.12,0.16,0.08,1.0,1.5,0.5,1.5,17.0,12.5,6.5,7.0,5.5,2.5,12.5,16.0,2.5,2.0,0.5,0.5
2010-12-06,Liverpool,Aston Villa,H,2.04,1.48,0.84,1.0,0.96,0.64,0.4,0.6,15.28,14.88,7.92,10.96,8.4,8.8,4.04,6.36,7.88,7.52,3.48,5.52,11.32,10.84,12.08,12.68,1.2,1.16,2.12,1.88,0.12,0.12,0.2,0.08,3.0,1.5,1.5,1.0,17.5,6.5,9.5,4.0,7.0,5.0,12.5,12.0,2.0,2.5,0.0,0.5
2010-12-11,Stoke,Blackpool,A,1.32,,1.2,,0.6,,0.36,,11.04,,11.12,,5.96,,6.56,,6.04,,4.96,,12.0,,10.44,,1.72,,2.0,,0.12,,0.08,,,,,,,,,,,,,,,,,
2010-12-11,Newcastle,Liverpool,H,1.52,1.16,1.48,0.76,0.72,0.4,0.68,0.28,11.32,11.0,11.8,10.84,6.72,5.88,6.52,5.92,5.32,4.4,5.32,5.16,10.84,12.48,14.32,12.24,1.48,1.52,2.2,1.84,0.12,0.0,0.08,0.16,0.5,4.0,0.5,1.5,8.0,17.0,4.5,11.5,2.0,8.5,10.0,11.0,2.5,1.0,0.0,0.0
2010-12-11,West Ham,Man City,A,1.48,1.28,1.44,1.68,0.64,0.52,0.56,0.8,13.44,12.84,12.88,11.24,7.4,6.72,7.2,6.48,5.56,5.52,5.64,4.6,11.88,11.72,13.04,11.52,1.36,1.72,1.88,1.84,0.04,0.2,0.2,0.12,1.0,0.5,0.5,0.5,12.5,13.0,8.5,4.0,4.0,5.0,13.0,12.5,2.0,1.0,0.0,0.0
2010-12-11,Everton,Wigan,D,1.68,2.64,1.04,0.84,0.64,0.84,0.44,0.28,15.08,14.08,9.84,11.4,8.36,8.12,5.36,6.32,6.4,6.2,4.68,3.88,11.4,12.16,15.12,12.8,1.16,1.56,2.0,1.8,0.12,0.08,0.2,0.2,3.0,0.5,0.5,0.0,20.0,13.0,12.0,7.5,6.5,4.5,14.0,17.5,0.5,4.0,0.0,0.0
