Date,HomeTeam,AwayTeam,FTR,HomeAvgGoal_25,AwayAvgGoal_25
2014-02-08,Norwich,Man City,D,1.2,1.76
2014-02-08,Crystal Palace,West Brom,H,0.92,1.04
2014-02-08,Chelsea,Newcastle,H,2.08,1.2
2014-02-08,Aston Villa,West Ham,A,1.12,0.6
2014-02-08,Liverpool,Arsenal,H,2.44,1.72
2014-02-09,Man United,Fulham,D,1.72,0.72
2014-02-09,Tottenham,Everton,H,1.4,1.0
2014-02-11,Cardiff,Aston Villa,D,,1.44
2014-02-11,Hull,Southampton,A,1.28,1.2
2014-02-11,West Brom,Chelsea,D,1.36,1.72
2014-02-11,West Ham,Norwich,H,1.56,0.84
2014-02-12,Arsenal,Man United,D,2.12,2.0
2014-02-12,Fulham,Liverpool,A,1.16,2.16
2014-02-12,Newcastle,Tottenham,A,1.4,1.68
2014-02-12,Stoke,Swansea,D,1.28,0.76
2014-02-22,West Ham,Southampton,H,1.6,1.24
2014-02-22,West Brom,Fulham,D,1.32,0.8
2014-02-22,Man City,Stoke,H,2.8,0.68
2014-02-22,Crystal Palace,Man United,A,1.04,2.0
2014-02-22,Cardiff,Hull,A,,0.64
2014-02-22,Arsenal,Sunderland,H,2.12,1.16
2014-02-22,Chelsea,Everton,H,2.2,0.96
2014-02-23,Liverpool,Swansea,H,2.52,0.72
2014-02-23,Newcastle,Aston Villa,H,1.36,1.44
2014-02-23,Norwich,Tottenham,H,1.12,1.72
2014-03-01,Everton,West Ham,H,1.8,0.68
2014-03-01,Fulham,Chelsea,A,1.24,1.72
2014-03-01,Hull,Newcastle,A,1.16,1.16
2014-03-01,Southampton,Liverpool,A,1.4,2.24
2014-03-01,Stoke,Arsenal,H,1.24,1.76
2014-03-02,Aston Villa,Norwich,H,1.08,0.8
2014-03-02,Swansea,Crystal Palace,D,1.68,0.8
2014-03-02,Tottenham,Cardiff,H,1.32,
2014-03-08,West Brom,Man United,A,1.36,1.92
2014-03-08,Norwich,Stoke,D,1.08,0.64
2014-03-08,Cardiff,Fulham,H,,0.84
2014-03-08,Chelsea,Tottenham,H,2.24,1.68
2014-03-08,Crystal Palace,Southampton,A,1.04,1.24
2014-03-15,Aston Villa,Chelsea,H,1.24,1.72
2014-03-15,Everton,Cardiff,H,1.8,
2014-03-15,Fulham,Newcastle,H,1.2,1.28
2014-03-15,Hull,Man City,A,1.08,1.68
2014-03-15,Southampton,Norwich,H,1.36,0.8
2014-03-15,Stoke,West Ham,H,1.24,0.68
2014-03-15,Sunderland,Crystal Palace,D,1.08,0.76
2014-03-15,Swansea,West Brom,A,1.6,1.04
2014-03-16,Man United,Liverpool,A,1.76,2.24
2014-03-16,Tottenham,Arsenal,A,1.28,1.72
2014-03-22,West Ham,Man United,A,1.6,1.92
2014-03-22,Norwich,Sunderland,H,1.12,1.08
2014-03-22,Newcastle,Crystal Palace,H,1.28,0.68
2014-03-22,Man City,Fulham,H,2.64,0.84
2014-03-22,Everton,Swansea,H,1.8,0.84
2014-03-22,Chelsea,Arsenal,H,2.08,1.56
2014-03-22,Cardiff,Liverpool,A,,2.32
2014-03-22,Hull,West Brom,H,1.08,1.12
2014-03-23,Aston Villa,Stoke,A,1.28,0.68
2014-03-23,Tottenham,Southampton,H,1.24,1.16
2014-03-25,Arsenal,Swansea,D,2.2,0.92
2014-03-25,Man United,Man City,A,1.64,1.64
2014-03-25,Newcastle,Everton,A,1.28,0.92
2014-03-26,Liverpool,Sunderland,H,2.64,1.04
2014-03-26,West Ham,Hull,H,1.52,0.8
2014-03-29,Stoke,Hull,H,1.24,0.84
2014-03-29,Swansea,Norwich,H,1.52,0.72
2014-03-29,West Brom,Cardiff,D,1.36,
2014-03-29,Southampton,Newcastle,H,1.48,1.16
2014-03-29,Crystal Palace,Chelsea,H,1.04,1.68
2014-03-29,Arsenal,Man City,D,2.0,1.76
2014-03-29,Man United,Aston Villa,H,1.48,1.4
2014-03-30,Fulham,Everton,A,1.2,1.0
2014-03-30,Liverpool,Tottenham,H,2.68,1.52
2014-03-31,Sunderland,West Ham,A,0.96,0.72
2014-04-05,Aston Villa,Fulham,A,1.32,0.84
2014-04-05,Cardiff,Crystal Palace,A,,0.6
2014-04-05,Chelsea,Stoke,H,2.32,0.84
2014-04-05,Hull,Swansea,H,1.12,0.92
2014-04-05,Man City,Southampton,H,2.8,1.2
2014-04-05,Newcastle,Man United,A,1.24,1.96
2014-04-05,Norwich,West Brom,A,1.08,1.04
2014-04-06,West Ham,Liverpool,A,1.56,2.44
2014-04-06,Everton,Arsenal,H,1.84,1.52
2014-04-07,Tottenham,Sunderland,H,1.36,1.04
2014-04-12,Crystal Palace,Aston Villa,H,1.08,1.32
2014-04-12,Fulham,Norwich,H,1.2,0.68
2014-04-12,Southampton,Cardiff,A,1.64,
2014-04-12,Stoke,Newcastle,H,1.16,1.04
2014-04-12,Sunderland,Everton,A,0.96,1.04
2014-04-12,West Brom,Tottenham,D,1.4,1.44
2014-04-13,Liverpool,Man City,H,2.68,1.64
2014-04-13,Swansea,Chelsea,A,1.6,1.6
2014-04-15,Arsenal,West Ham,H,2.04,0.8
2014-04-16,Everton,Crystal Palace,A,1.92,0.68
2014-04-16,Man City,Sunderland,D,2.88,1.04
2014-04-19,West Ham,Crystal Palace,A,1.52,0.76
2014-04-19,Newcastle,Swansea,A,1.2,0.92
2014-04-19,Tottenham,Fulham,H,1.44,0.84
2014-04-19,Cardiff,Stoke,D,,0.84
2014-04-19,Chelsea,Sunderland,A,2.36,1.12
2014-04-19,Aston Villa,Southampton,D,1.36,1.16
2014-04-20,Everton,Man United,H,2.0,1.96
2014-04-20,Hull,Arsenal,A,1.08,1.48
2014-04-20,Norwich,Liverpool,A,1.08,2.48
2014-04-21,Man City,West Brom,H,2.92,1.08
2014-04-26,Fulham,Hull,D,1.2,0.76
2014-04-26,Man United,Norwich,H,1.56,0.64
2014-04-26,Southampton,Everton,H,1.6,1.0
2014-04-26,Stoke,Tottenham,A,1.2,1.56
2014-04-26,Swansea,Aston Villa,H,1.52,1.32
2014-04-26,West Brom,West Ham,H,1.48,0.8
2014-04-27,Crystal Palace,Man City,A,1.04,1.64
2014-04-27,Liverpool,Chelsea,A,2.68,1.48
2014-04-27,Sunderland,Cardiff,H,0.92,
2014-04-28,Arsenal,Newcastle,H,1.96,1.04
2014-05-03,Aston Villa,Hull,H,1.32,0.84
2014-05-03,Everton,Man City,A,2.0,1.72
2014-05-03,Man United,Sunderland,A,1.64,1.08
2014-05-03,Newcastle,Cardiff,H,1.2,
2014-05-03,Stoke,Fulham,H,1.12,0.88
2014-05-03,Swansea,Southampton,A,1.56,1.12
2014-05-03,West Ham,Tottenham,H,1.48,1.56
2014-05-04,Chelsea,Norwich,D,2.32,0.64
2014-05-04,Arsenal,West Brom,H,2.0,1.04
2014-05-05,Crystal Palace,Liverpool,D,0.92,2.52
2014-05-06,Man United,Hull,H,1.56,0.88
2014-05-07,Man City,Aston Villa,H,2.92,1.28
2014-05-07,Sunderland,West Brom,H,0.96,1.0
2014-05-11,Southampton,Man United,D,1.68,1.92
2014-05-11,West Brom,Stoke,A,1.44,0.84
2014-05-11,Sunderland,Swansea,A,1.04,1.0
2014-05-11,Norwich,Arsenal,A,1.12,1.56
2014-05-11,Tottenham,Aston Villa,H,1.52,1.2
2014-05-11,Liverpool,Newcastle,H,2.48,0.96
2014-05-11,Hull,Everton,A,1.04,1.0
2014-05-11,Fulham,Crystal Palace,D,1.16,0.76
2014-05-11,Cardiff,Chelsea,A,,1.48
2014-05-11,Man City,West Ham,H,3.0,0.76
2014-08-16,West Ham,Tottenham,A,1.52,1.52
2014-08-16,West Brom,Sunderland,D,1.48,1.08
2014-08-16,Stoke,Aston Villa,A,1.2,1.08
2014-08-16,QPR,Hull,A,0.96,0.92
2014-08-16,Man United,Swansea,A,1.6,1.12
2014-08-16,Leicester,Everton,D,1.04,1.08
2014-08-16,Arsenal,Crystal Palace,H,2.0,0.76
2014-08-17,Liverpool,Southampton,H,2.56,1.08
2014-08-17,Newcastle,Man City,A,1.2,1.8
2014-08-18,Burnley,Chelsea,A,,1.48
2014-08-23,Swansea,Burnley,H,1.4,
2014-08-23,Everton,Arsenal,D,1.96,1.6
2014-08-23,Southampton,West Brom,D,1.6,0.92
2014-08-23,Chelsea,Leicester,H,2.16,1.4
2014-08-23,Aston Villa,Newcastle,D,1.36,0.96
2014-08-23,Crystal Palace,West Ham,A,1.04,0.72
2014-08-24,Hull,Stoke,D,0.96,0.92
2014-08-24,Sunderland,Man United,D,1.08,1.92
2014-08-24,Tottenham,QPR,H,1.56,0.88
2014-08-25,Man City,Liverpool,H,3.0,2.56
2014-08-30,West Ham,Southampton,A,1.44,1.04
2014-08-30,Swansea,West Brom,H,1.4,0.92
2014-08-30,QPR,Sunderland,H,0.92,1.12
2014-08-30,Newcastle,Crystal Palace,D,1.04,0.76
2014-08-30,Everton,Chelsea,A,1.92,1.6
2014-08-30,Burnley,Man United,D,,1.88
2014-08-30,Man City,Stoke,A,3.04,0.96
2014-08-31,Aston Villa,Hull,H,1.36,0.96
2014-08-31,Leicester,Arsenal,D,1.08,1.64
2014-08-31,Tottenham,Liverpool,A,1.64,2.44
2014-09-13,Stoke,Leicester,A,1.2,1.36
2014-09-13,Sunderland,Tottenham,D,1.04,1.44
2014-09-13,West Brom,Everton,A,1.48,1.12
2014-09-13,Southampton,Newcastle,H,1.56,0.96
2014-09-13,Chelsea,Swansea,H,2.2,1.2
2014-09-13,Crystal Palace,Burnley,D,1.0,
2014-09-13,Arsenal,Man City,D,2.0,1.84
2014-09-13,Liverpool,Aston Villa,A,2.44,1.08
2014-09-14,Man United,QPR,H,1.48,0.84
2014-09-15,Hull,West Ham,D,0.96,0.8
2014-09-20,West Ham,Liverpool,H,1.36,2.52
2014-09-20,QPR,Stoke,D,0.84,0.96
2014-09-20,Swansea,Southampton,A,1.52,1.16
2014-09-20,Burnley,Sunderland,D,,1.08
2014-09-20,Aston Villa,Arsenal,A,1.32,1.6
2014-09-20,Newcastle,Hull,D,1.08,0.96
2014-09-21,Everton,Crystal Palace,A,1.96,0.84
2014-09-21,Leicester,Man United,H,1.12,1.84
2014-09-21,Man City,Chelsea,D,2.88,1.8
2014-09-21,Tottenham,West Brom,A,1.64,0.92
2014-09-27,Man United,West Ham,H,1.6,0.88
2014-09-27,Southampton,QPR,H,1.6,0.8
2014-09-27,Sunderland,Swansea,D,1.08,1.24
2014-09-27,Liverpool,Everton,D,2.32,1.12
2014-09-27,Chelsea,Aston Villa,H,2.28,1.04
2014-09-27,Crystal Palace,Leicester,H,1.0,1.4
2014-09-27,Arsenal,Tottenham,D,1.92,1.44
2014-09-27,Hull,Man City,A,0.96,1.92
2014-09-28,West Brom,Burnley,H,1.4,
2014-09-29,Stoke,Newcastle,H,1.2,0.92
2014-10-04,Aston Villa,Man City,A,1.28,2.0
2014-10-04,Hull,Crystal Palace,H,1.0,0.96
2014-10-04,Leicester,Burnley,D,1.24,
2014-10-04,Liverpool,West Brom,H,2.36,0.92
2014-10-04,Sunderland,Stoke,H,1.08,1.04
2014-10-04,Swansea,Newcastle,D,1.48,0.92
2014-10-05,West Ham,QPR,H,1.4,0.84
2014-10-05,Tottenham,Southampton,H,1.56,1.12
2014-10-05,Chelsea,Arsenal,H,2.32,1.64
2014-10-05,Man United,Everton,H,1.64,1.16
2014-10-18,Arsenal,Hull,D,1.84,0.96
2014-10-18,Burnley,West Ham,A,,0.92
2014-10-18,Crystal Palace,Chelsea,A,1.08,1.72
2014-10-18,Everton,Aston Villa,H,2.0,0.92
2014-10-18,Man City,Tottenham,H,2.88,1.4
2014-10-18,Newcastle,Leicester,H,1.12,1.32
2014-10-18,Southampton,Sunderland,H,1.6,1.04
2014-10-19,QPR,Liverpool,A,0.84,2.48
2014-10-19,Stoke,Swansea,H,1.2,1.16
2014-10-20,West Brom,Man United,D,1.52,1.88
2014-10-25,West Brom,Crystal Palace,D,1.56,0.96
2014-10-25,Swansea,Leicester,H,1.56,1.28
2014-10-25,West Ham,Man City,H,1.4,2.04
2014-10-25,Southampton,Stoke,H,1.88,1.0
2014-10-25,Liverpool,Hull,D,2.36,1.04
2014-10-25,Sunderland,Arsenal,A,1.16,1.6
2014-10-26,Burnley,Everton,A,,1.2
2014-10-26,Man United,Chelsea,D,1.6,1.72
2014-10-26,Tottenham,Newcastle,A,1.48,0.96
2014-10-27,QPR,Aston Villa,H,0.8,0.92
2014-11-01,Stoke,West Ham,D,1.28,1.0
2014-11-01,Newcastle,Liverpool,H,1.16,2.6
2014-11-01,Leicester,West Brom,A,1.32,0.84
2014-11-01,Everton,Swansea,D,2.04,1.2
2014-11-01,Chelsea,QPR,H,2.32,0.84
2014-11-01,Arsenal,Burnley,H,1.92,
2014-11-01,Hull,Southampton,A,1.08,1.12
2014-11-02,Aston Villa,Tottenham,A,1.24,1.36
2014-11-02,Man City,Man United,H,2.96,1.88
2014-11-03,Crystal Palace,Sunderland,A,1.0,0.92
2014-11-08,Southampton,Leicester,H,1.92,1.2
2014-11-08,West Ham,Aston Villa,D,1.48,0.84
2014-11-08,QPR,Man City,D,0.84,2.08
2014-11-08,Burnley,Hull,H,,1.04
2014-11-08,Liverpool,Chelsea,A,2.36,1.72
2014-11-08,Man United,Crystal Palace,H,1.64,1.04
2014-11-09,Sunderland,Everton,D,1.12,1.32
2014-11-09,Swansea,Arsenal,H,1.64,1.64
2014-11-09,Tottenham,Stoke,A,1.48,0.96
2014-11-09,West Brom,Newcastle,A,1.56,1.04
2014-11-22,Arsenal,Man United,A,2.0,1.84
2014-11-22,Chelsea,West Brom,H,2.32,0.88
2014-11-22,Everton,West Ham,H,2.0,1.04
2014-11-22,Leicester,Sunderland,D,1.24,1.0
2014-11-22,Man City,Swansea,H,2.96,1.08
2014-11-22,Newcastle,QPR,H,1.2,0.84
2014-11-22,Stoke,Burnley,A,1.32,
2014-11-23,Hull,Tottenham,A,1.08,1.36
2014-11-23,Crystal Palace,Liverpool,H,1.0,2.36
2014-11-24,Aston Villa,Southampton,D,1.04,1.16
2014-11-29,Burnley,Aston Villa,D,1.16,0.76
2014-11-29,Liverpool,Stoke,H,2.36,1.0
2014-11-29,Man United,Hull,H,1.6,0.96
2014-11-29,QPR,Leicester,H,0.88,1.2
2014-11-29,Sunderland,Chelsea,D,1.12,1.72
2014-11-29,Swansea,Crystal Palace,D,1.72,0.96
2014-11-29,West Brom,Arsenal,A,1.36,1.64
2014-11-29,West Ham,Newcastle,H,1.32,1.04
2014-11-30,Southampton,Man City,A,1.96,2.08
2014-11-30,Tottenham,Everton,H,1.48,1.32
2014-12-02,West Brom,West Ham,A,1.36,1.08
2014-12-02,Man United,Stoke,H,1.72,1.0
2014-12-02,Swansea,QPR,H,1.72,0.76
2014-12-02,Crystal Palace,Aston Villa,A,1.04,0.68
2014-12-02,Burnley,Newcastle,D,1.16,1.04
2014-12-02,Leicester,Liverpool,A,1.16,2.28
2014-12-03,Sunderland,Man City,A,1.12,2.12
2014-12-03,Everton,Hull,D,2.0,0.96
2014-12-03,Arsenal,Southampton,H,1.88,1.16
2014-12-03,Chelsea,Tottenham,H,2.32,1.36
2014-12-06,Hull,West Brom,D,1.12,0.88
2014-12-06,Liverpool,Sunderland,D,2.36,1.0
2014-12-06,Man City,Everton,H,2.96,1.28
2014-12-06,Newcastle,Chelsea,H,1.24,1.72
2014-12-06,QPR,Burnley,H,1.0,0.84
2014-12-06,Stoke,Arsenal,H,1.32,1.56
2014-12-06,Tottenham,Crystal Palace,D,1.52,0.96
2014-12-07,Aston Villa,Leicester,H,1.04,1.24
2014-12-07,West Ham,Swansea,H,1.28,1.08
2014-12-08,Southampton,Man United,A,1.92,1.72
2014-12-13,Crystal Palace,Stoke,D,1.04,1.0
2014-12-13,West Brom,Aston Villa,H,1.4,0.68
2014-12-13,Sunderland,West Ham,D,1.12,1.16
2014-12-13,Leicester,Man City,A,1.12,2.28
2014-12-13,Arsenal,Newcastle,H,1.88,1.0
2014-12-13,Burnley,Southampton,H,1.16,1.12
2014-12-13,Chelsea,Hull,H,2.36,1.0
2014-12-14,Man United,Liverpool,H,1.72,2.36
2014-12-14,Swansea,Tottenham,A,1.72,1.32
2014-12-15,Everton,QPR,H,2.04,0.72
2014-12-20,Southampton,Everton,H,1.96,1.28
2014-12-20,Tottenham,Burnley,H,1.44,0.84
2014-12-20,QPR,West Brom,H,1.08,0.88
2014-12-20,West Ham,Leicester,H,1.4,1.24
2014-12-20,Hull,Swansea,A,1.08,1.12
2014-12-20,Aston Villa,Man United,D,1.12,1.64
2014-12-20,Man City,Crystal Palace,H,2.84,0.96
2014-12-21,Liverpool,Arsenal,D,2.32,1.52
2014-12-21,Newcastle,Sunderland,A,1.32,0.96
2014-12-22,Stoke,Chelsea,A,1.36,1.76
2014-12-26,Arsenal,QPR,H,2.0,0.72
2014-12-26,Burnley,Liverpool,A,1.08,2.28
2014-12-26,Chelsea,West Ham,H,2.36,1.2
2014-12-26,Crystal Palace,Southampton,A,0.96,1.12
2014-12-26,Everton,Stoke,A,2.12,1.0
2014-12-26,Leicester,Tottenham,A,1.12,1.4
2014-12-26,Man United,Newcastle,H,1.8,0.96
2014-12-26,Sunderland,Hull,A,1.12,0.88
2014-12-26,Swansea,Aston Villa,H,1.72,0.64
2014-12-26,West Brom,Man City,A,1.32,2.24
2014-12-28,West Ham,Arsenal,A,1.4,1.52
2014-12-28,Tottenham,Man United,D,1.48,1.68
2014-12-28,Stoke,West Brom,H,1.36,0.92
2014-12-28,Southampton,Chelsea,D,2.0,1.8
2014-12-28,Hull,Leicester,A,1.04,1.2
2014-12-28,Newcastle,Everton,H,1.28,1.16
2014-12-28,Man City,Burnley,D,2.88,0.88
2014-12-28,Aston Villa,Sunderland,D,1.12,0.96
2014-12-28,QPR,Crystal Palace,D,1.16,0.96
2014-12-29,Liverpool,Swansea,H,2.4,1.08
2015-01-01,Southampton,Arsenal,H,1.96,1.56
2015-01-01,Tottenham,Chelsea,H,1.48,1.72
2015-01-01,Stoke,Man United,D,1.44,1.64
2015-01-01,QPR,Swansea,D,1.12,1.04
2015-01-01,West Ham,West Brom,D,1.4,0.84
2015-01-01,Man City,Sunderland,H,2.8,0.96
2015-01-01,Liverpool,Leicester,D,2.44,1.24
2015-01-01,Hull,Everton,H,1.0,1.2
2015-01-01,Aston Villa,Crystal Palace,D,1.0,0.92
2015-01-01,Newcastle,Burnley,D,1.32,0.96
2015-01-10,Swansea,West Ham,D,1.6,1.2
2015-01-10,Sunderland,Liverpool,A,1.12,2.2
2015-01-10,West Brom,Hull,H,1.32,0.96
2015-01-10,Leicester,Aston Villa,H,1.0,0.64
2015-01-10,Crystal Palace,Tottenham,H,1.0,1.44
2015-01-10,Everton,Man City,D,2.0,2.24
2015-01-10,Chelsea,Newcastle,H,2.36,0.92
2015-01-10,Burnley,QPR,H,1.0,0.72
2015-01-11,Arsenal,Stoke,H,1.96,1.04
2015-01-11,Man United,Southampton,A,1.88,1.2
2015-01-17,Tottenham,Sunderland,H,1.64,1.04
2015-01-17,Swansea,Chelsea,A,1.64,1.84
2015-01-17,Newcastle,Southampton,A,1.36,1.2
2015-01-17,QPR,Man United,A,1.12,1.6
2015-01-17,Burnley,Crystal Palace,A,1.04,0.92
2015-01-17,Aston Villa,Liverpool,A,1.0,2.16
2015-01-17,Leicester,Stoke,A,1.0,0.96
2015-01-18,Man City,Arsenal,A,2.8,1.48
2015-01-18,West Ham,Hull,H,1.44,0.96
2015-01-19,Everton,West Brom,D,1.96,0.88
2015-01-31,Stoke,QPR,H,1.48,0.68
2015-01-31,West Brom,Tottenham,A,1.28,1.4
2015-01-31,Sunderland,Burnley,H,1.04,1.08
2015-01-31,Man United,Leicester,H,1.76,1.2
2015-01-31,Crystal Palace,Everton,A,1.04,1.12
2015-01-31,Hull,Newcastle,A,1.08,0.88
2015-01-31,Chelsea,Man City,D,2.28,2.24
2015-01-31,Liverpool,West Ham,H,2.36,1.12
2015-02-01,Arsenal,Aston Villa,H,1.92,0.64
2015-02-01,Southampton,Swansea,A,1.96,1.08
2015-02-07,Tottenham,Arsenal,H,1.72,1.56
2015-02-07,Aston Villa,Chelsea,A,1.0,1.92
2015-02-07,Everton,Liverpool,D,1.96,2.24
2015-02-07,Leicester,Crystal Palace,A,0.96,1.0
2015-02-07,Man City,Hull,D,2.52,0.92
2015-02-07,QPR,Southampton,A,1.08,1.24
2015-02-07,Swansea,Sunderland,D,1.52,1.08
2015-02-08,Newcastle,Stoke,D,1.32,0.88
2015-02-08,West Ham,Man United,D,1.56,1.56
2015-02-08,Burnley,West Brom,D,1.04,0.84
2015-02-10,Arsenal,Leicester,H,2.04,1.12
2015-02-10,Hull,Aston Villa,H,1.04,0.56
2015-02-10,Liverpool,Tottenham,H,2.28,1.52
2015-02-10,Sunderland,QPR,A,1.08,0.72
2015-02-11,Chelsea,Everton,H,2.24,1.16
2015-02-11,Crystal Palace,Newcastle,D,1.04,0.96
2015-02-11,Man United,Burnley,H,1.84,1.0
2015-02-11,Southampton,West Ham,D,1.8,1.12
2015-02-11,Stoke,Man City,A,1.56,2.28
2015-02-11,West Brom,Swansea,H,1.2,1.12
2015-02-21,Swansea,Man United,H,1.44,1.52
2015-02-21,Sunderland,West Brom,D,0.96,0.84
2015-02-21,Hull,QPR,H,1.12,0.8
2015-02-21,Man City,Newcastle,H,2.32,1.0
2015-02-21,Chelsea,Burnley,D,2.2,0.92
2015-02-21,Aston Villa,Stoke,A,0.96,0.92
2015-02-21,Crystal Palace,Arsenal,A,1.08,1.48
2015-02-22,Everton,Leicester,D,1.84,1.08
2015-02-22,Southampton,Liverpool,A,1.72,2.12
2015-02-22,Tottenham,West Ham,D,1.72,1.08
2015-02-28,Newcastle,Aston Villa,H,1.28,0.44
2015-02-28,Burnley,Swansea,A,1.08,1.04
2015-02-28,Man United,Sunderland,H,1.96,1.12
2015-02-28,Stoke,Hull,H,1.52,0.96
2015-02-28,West Brom,Southampton,H,1.2,1.28
2015-02-28,West Ham,Crystal Palace,A,1.48,1.04
2015-03-01,Arsenal,Everton,H,2.04,1.12
2015-03-01,Liverpool,Man City,H,2.2,2.32
2015-03-03,Hull,Sunderland,D,1.08,1.12
2015-03-03,Aston Villa,West Brom,H,1.0,0.8
2015-03-03,Southampton,Crystal Palace,H,1.68,1.12
2015-03-04,Tottenham,Swansea,H,1.8,1.08
2015-03-04,West Ham,Chelsea,A,1.52,1.84
2015-03-04,Stoke,Everton,H,1.56,1.08
2015-03-04,Newcastle,Man United,A,1.24,1.48
2015-03-04,Man City,Leicester,H,2.4,1.08
2015-03-04,Liverpool,Burnley,H,2.12,0.84
2015-03-04,QPR,Arsenal,A,1.04,1.44
2015-03-07,QPR,Tottenham,A,1.0,1.6
2015-03-14,Sunderland,Aston Villa,A,0.92,0.44
2015-03-14,Arsenal,West Ham,H,2.04,1.16
2015-03-14,Burnley,Man City,H,1.04,2.32
2015-03-14,Crystal Palace,QPR,H,1.08,0.8
2015-03-14,Leicester,Hull,D,0.88,0.92
2015-03-14,West Brom,Stoke,H,1.24,1.0
2015-03-15,Chelsea,Southampton,D,2.12,1.24
2015-03-15,Everton,Newcastle,H,1.76,0.96
2015-03-15,Man United,Tottenham,H,2.04,1.6
2015-03-16,Swansea,Liverpool,A,1.48,2.16
2015-03-21,Tottenham,Leicester,H,1.88,1.0
2015-03-21,Newcastle,Arsenal,A,1.2,1.4
2015-03-21,West Ham,Sunderland,H,1.48,1.16
2015-03-21,Stoke,Crystal Palace,A,1.52,1.08
2015-03-21,Man City,West Brom,H,2.24,0.84
2015-03-21,Aston Villa,Swansea,A,1.08,1.12
2015-03-21,Southampton,Burnley,H,1.64,0.84
2015-03-22,Hull,Chelsea,A,1.12,1.8
2015-03-22,Liverpool,Man United,A,2.08,1.4
2015-03-22,QPR,Everton,A,1.0,1.0
2015-04-04,Swansea,Hull,H,1.44,0.88
2015-04-04,Arsenal,Liverpool,H,2.12,2.0
2015-04-04,Chelsea,Stoke,H,2.08,0.96
2015-04-04,Everton,Southampton,H,1.72,1.24
2015-04-04,Leicester,West Ham,H,0.84,1.12
2015-04-04,Man United,Aston Villa,H,2.04,0.56
2015-04-04,West Brom,QPR,A,1.24,0.84
2015-04-05,Burnley,Tottenham,D,1.04,1.52
2015-04-05,Sunderland,Newcastle,H,0.92,0.84
2015-04-06,Crystal Palace,Man City,H,1.12,2.16
2015-04-07,Aston Villa,QPR,D,1.08,0.92
2015-04-11,Burnley,Arsenal,A,1.0,1.44
2015-04-11,Southampton,Hull,H,1.72,0.92
2015-04-11,Sunderland,Crystal Palace,A,0.96,1.16
2015-04-11,Swansea,Everton,D,1.48,1.04
2015-04-11,Tottenham,Aston Villa,A,1.92,0.56
2015-04-11,West Brom,Leicester,A,1.24,1.12
2015-04-11,West Ham,Stoke,D,1.4,1.0
2015-04-12,Man United,Man City,H,2.12,2.08
2015-04-12,QPR,Chelsea,A,1.04,1.92
2015-04-13,Liverpool,Newcastle,H,2.04,0.84
2015-04-18,Stoke,Southampton,H,1.48,1.12
2015-04-18,Everton,Burnley,H,1.76,0.84
2015-04-18,Leicester,Swansea,H,0.88,1.16
2015-04-18,Chelsea,Man United,H,2.12,1.36
2015-04-18,Crystal Palace,West Brom,A,1.2,0.8
2015-04-19,Man City,West Ham,H,2.28,1.12
2015-04-19,Newcastle,Tottenham,A,1.04,1.4
2015-04-25,Burnley,Leicester,A,0.96,1.12
2015-04-25,Crystal Palace,Hull,A,1.16,0.92
2015-04-25,Man City,Aston Villa,H,2.32,0.52
2015-04-25,Newcastle,Swansea,A,1.08,1.12
2015-04-25,QPR,West Ham,D,1.04,1.08
2015-04-25,Southampton,Tottenham,D,1.76,1.44
2015-04-25,Stoke,Sunderland,D,1.52,1.12
2015-04-25,West Brom,Liverpool,D,1.28,2.0
2015-04-26,Arsenal,Chelsea,D,2.28,1.84
2015-04-26,Everton,Man United,H,1.72,1.32
2015-04-28,Hull,Liverpool,H,1.12,1.96
2015-04-29,Leicester,Chelsea,A,0.96,1.76
2015-05-02,Swansea,Stoke,H,1.48,1.04
2015-05-02,West Ham,Burnley,H,1.4,0.84
2015-05-02,Sunderland,Southampton,H,0.92,1.12
2015-05-02,Leicester,Newcastle,H,0.96,0.72
2015-05-02,Liverpool,QPR,H,2.04,1.04
2015-05-02,Man United,West Brom,A,2.2,0.76
2015-05-02,Aston Villa,Everton,H,1.16,1.04
2015-05-03,Chelsea,Crystal Palace,H,2.08,1.32
2015-05-03,Tottenham,Man City,A,1.84,2.08
2015-05-04,Hull,Arsenal,A,0.92,1.4
2015-05-09,Aston Villa,West Ham,H,1.24,1.0
2015-05-09,Crystal Palace,Man United,A,1.12,1.28
2015-05-09,Everton,Sunderland,A,1.76,1.08
2015-05-09,Hull,Burnley,A,0.96,0.84
2015-05-09,Leicester,Southampton,H,1.08,1.08
2015-05-09,Newcastle,West Brom,D,1.16,0.8
2015-05-09,Stoke,Tottenham,H,1.44,1.4
2015-05-10,Chelsea,Liverpool,D,2.0,1.76
2015-05-10,Man City,QPR,H,2.28,1.04
2015-05-11,Arsenal,Swansea,A,2.2,1.24
2015-05-16,Burnley,Stoke,D,0.88,1.04
2015-05-16,Liverpool,Crystal Palace,A,1.96,1.32
2015-05-16,QPR,Newcastle,H,1.04,0.72
2015-05-16,Southampton,Aston Villa,H,1.76,0.56
2015-05-16,Sunderland,Leicester,D,0.96,1.12
2015-05-16,Tottenham,Hull,H,1.8,1.0
2015-05-16,West Ham,Everton,A,1.36,1.12
2015-05-17,Man United,Arsenal,D,2.12,1.44
2015-05-17,Swansea,Man City,A,1.48,1.92
2015-05-18,West Brom,Chelsea,H,1.24,1.84
2015-05-20,Arsenal,Sunderland,D,2.12,1.0
