FTR,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
H,31.88,11.18,-20.7,10.48,13.5,3.03
A,9.23,0.0,-9.23,17.98,16.91,-1.07
A,29.38,24.33,-5.05,18.03,3.33,-14.7
A,17.9,2.5,-15.4,88.98,52.6,-36.38
A,,,,61.0,38.65,-22.35
H,69.85,6.75,-63.1,27.2,18.0,-9.2
H,13.8,10.52,-3.29,11.3,4.68,-6.63
H,15.0,12.93,-2.08,17.98,16.91,-1.07
A,24.7,1.83,-22.88,27.2,18.0,-9.2
D,13.8,10.52,-3.29,69.85,6.75,-63.1
H,46.0,24.73,-21.28,10.48,13.5,3.03
A,,,,17.0,3.85,-13.15
H,11.3,4.68,-6.63,21.65,2.28,-19.38
H,31.88,11.18,-20.7,61.0,38.65,-22.35
H,9.1,1.25,-7.85,18.03,3.33,-14.7
A,9.23,0.0,-9.23,17.9,2.5,-15.4
A,29.38,24.33,-5.05,88.98,52.6,-36.38
H,17.98,16.91,-1.07,46.0,24.73,-21.28
H,17.0,3.85,-13.15,31.88,11.18,-20.7
D,88.98,52.6,-36.38,9.23,0.0,-9.23
D,17.9,2.5,-15.4,11.3,4.68,-6.63
H,27.2,18.0,-9.2,29.38,24.33,-5.05
A,18.03,3.33,-14.7,,,
H,61.0,38.65,-22.35,24.7,1.83,-22.88
A,10.48,13.5,3.03,15.0,12.93,-2.08
A,69.85,6.75,-63.1,9.1,1.25,-7.85
D,21.65,2.28,-19.38,13.8,10.52,-3.29
H,17.98,16.91,-1.07,11.3,4.68,-6.63
H,17.0,3.85,-13.15,9.1,1.25,-7.85
H,21.65,2.28,-19.38,24.7,1.83,-22.88
D,88.98,52.6,-36.38,13.8,10.52,-3.29
H,17.9,2.5,-15.4,31.88,11.18,-20.7
H,27.2,18.0,-9.2,9.23,0.0,-9.23
H,18.03,3.33,-14.7,15.0,12.93,-2.08
A,61.0,38.65,-22.35,46.0,24.73,-21.28
A,69.85,6.75,-63.1,,,
D,13.8,10.52,-3.29,10.48,13.5,3.03
H,46.0,24.73,-21.28,17.0,3.85,-13.15
H,,,,17.9,2.5,-15.4
H,11.3,4.68,-6.63,18.03,3.33,-14.7
D,31.88,11.18,-20.7,27.2,18.0,-9.2
D,9.1,1.25,-7.85,61.0,38.65,-22.35
H,9.23,0.0,-9.23,69.85,6.75,-63.1
A,29.38,24.33,-5.05,17.98,16.91,-1.07
H,15.0,12.93,-2.08,21.65,2.28,-19.38
D,24.7,1.83,-22.88,88.98,52.6,-36.38
A,17.98,16.91,-1.07,15.0,12.93,-2.08
D,17.0,3.85,-13.15,,,
A,21.65,2.28,-19.38,11.3,4.68,-6.63
H,88.98,52.6,-36.38,29.38,24.33,-5.05
H,27.2,18.0,-9.2,24.7,1.83,-22.88
D,18.03,3.33,-14.7,9.1,1.25,-7.85
A,10.48,13.5,3.03,46.0,24.73,-21.28
D,69.85,6.75,-63.1,13.8,10.52,-3.29
D,17.9,2.5,-15.4,9.23,0.0,-9.23
A,61.0,38.65,-22.35,31.88,11.18,-20.7
H,24.7,1.83,-22.88,10.48,13.5,3.03
D,13.8,10.52,-3.29,61.0,38.65,-22.35
H,46.0,24.73,-21.28,88.98,52.6,-36.38
A,,,,17.98,16.91,-1.07
H,11.3,4.68,-6.63,17.0,3.85,-13.15
D,31.88,11.18,-20.7,69.85,6.75,-63.1
A,9.1,1.25,-7.85,21.65,2.28,-19.38
H,9.23,0.0,-9.23,18.03,3.33,-14.7
H,15.0,12.93,-2.08,27.2,18.0,-9.2
A,29.38,24.33,-5.05,17.9,2.5,-15.4
H,10.48,13.5,3.03,17.98,16.91,-1.07
D,9.1,1.25,-7.85,11.3,4.68,-6.63
H,9.23,0.0,-9.23,29.38,24.33,-5.05
H,18.03,3.33,-14.7,13.8,10.52,-3.29
A,69.85,6.75,-63.1,46.0,24.73,-21.28
D,17.0,3.85,-13.15,21.65,2.28,-19.38
H,88.98,52.6,-36.38,17.98,16.91,-1.07
H,27.2,18.0,-9.2,10.48,13.5,3.03
H,31.88,11.18,-20.7,24.7,1.83,-22.88
H,24.7,1.83,-22.88,69.85,6.75,-63.1
H,17.98,16.91,-1.07,18.03,3.33,-14.7
A,21.65,2.28,-19.38,88.98,52.6,-36.38
H,13.8,10.52,-3.29,31.88,11.18,-20.7
D,46.0,24.73,-21.28,17.9,2.5,-15.4
A,,,,9.23,0.0,-9.23
D,11.3,4.68,-6.63,15.0,12.93,-2.08
A,10.48,13.5,3.03,17.0,3.85,-13.15
H,29.38,24.33,-5.05,9.1,1.25,-7.85
A,61.0,38.65,-22.35,27.2,18.0,-9.2
H,88.98,52.6,-36.38,11.3,4.68,-6.63
H,17.9,2.5,-15.4,17.98,16.91,-1.07
H,27.2,18.0,-9.2,21.65,2.28,-19.38
H,31.88,11.18,-20.7,46.0,24.73,-21.28
H,9.1,1.25,-7.85,,,
H,9.23,0.0,-9.23,24.7,1.83,-22.88
H,18.03,3.33,-14.7,61.0,38.65,-22.35
A,69.85,6.75,-63.1,10.48,13.5,3.03
H,15.0,12.93,-2.08,29.38,24.33,-5.05
H,17.0,3.85,-13.15,13.8,10.52,-3.29
A,17.9,2.5,-15.4,61.0,38.65,-22.35
D,10.48,13.5,3.03,29.38,24.33,-5.05
H,21.65,2.28,-19.38,69.85,6.75,-63.1
A,13.8,10.52,-3.29,27.2,18.0,-9.2
H,46.0,24.73,-21.28,18.03,3.33,-14.7
H,11.3,4.68,-6.63,9.23,0.0,-9.23
A,10.48,13.5,3.03,17.9,2.5,-15.4
H,17.98,16.91,-1.07,9.1,1.25,-7.85
H,61.0,38.65,-22.35,17.0,3.85,-13.15
H,29.38,24.33,-5.05,31.88,11.18,-20.7
H,15.0,12.93,-2.08,9.23,0.0,-9.23
D,13.8,10.52,-3.29,24.7,1.83,-22.88
A,46.0,24.73,-21.28,27.2,18.0,-9.2
A,,,,29.38,24.33,-5.05
D,31.88,11.18,-20.7,11.3,4.68,-6.63
A,9.1,1.25,-7.85,88.98,52.6,-36.38
D,18.03,3.33,-14.7,17.9,2.5,-15.4
D,10.48,13.5,3.03,21.65,2.28,-19.38
A,17.0,3.85,-13.15,17.98,16.91,-1.07
A,69.85,6.75,-63.1,61.0,38.65,-22.35
A,24.7,1.83,-22.88,15.0,12.93,-2.08
A,,,,88.98,52.6,-36.38
A,17.98,16.91,-1.07,69.85,6.75,-63.1
H,88.98,52.6,-36.38,18.03,3.33,-14.7
H,27.2,18.0,-9.2,17.0,3.85,-13.15
A,11.3,4.68,-6.63,,,
D,9.23,0.0,-9.23,9.1,1.25,-7.85
H,61.0,38.65,-22.35,10.48,13.5,3.03
D,29.38,24.33,-5.05,13.8,10.52,-3.29
D,24.7,1.83,-22.88,46.0,24.73,-21.28
H,21.65,2.28,-19.38,31.88,11.18,-20.7
H,17.9,2.5,-15.4,15.0,12.93,-2.08
H,17.0,3.85,-13.15,18.03,3.33,-14.7
H,21.65,2.28,-19.38,29.38,24.33,-5.05
D,13.8,10.52,-3.29,9.1,1.25,-7.85
H,46.0,24.73,-21.28,15.0,12.93,-2.08
H,27.2,18.0,-9.2,17.98,16.91,-1.07
A,31.88,11.18,-20.7,,,
A,10.48,13.5,3.03,88.98,52.6,-36.38
H,69.85,6.75,-63.1,11.3,4.68,-6.63
H,61.0,38.65,-22.35,9.23,0.0,-9.23
D,24.7,1.83,-22.88,17.9,2.5,-15.4
H,17.9,2.5,-15.4,13.8,10.52,-3.29
D,,,,21.65,2.28,-19.38
A,15.0,12.93,-2.08,69.85,6.75,-63.1
A,17.98,16.91,-1.07,24.7,1.83,-22.88
H,88.98,52.6,-36.38,61.0,38.65,-22.35
H,11.3,4.68,-6.63,10.48,13.5,3.03
H,9.1,1.25,-7.85,27.2,18.0,-9.2
A,9.23,0.0,-9.23,46.0,24.73,-21.28
A,18.03,3.33,-14.7,31.88,11.18,-20.7
A,29.38,24.33,-5.05,17.0,3.85,-13.15
D,24.7,1.83,-22.88,29.38,24.33,-5.05
D,17.0,3.85,-13.15,17.9,2.5,-15.4
D,21.65,2.28,-19.38,9.23,0.0,-9.23
A,13.8,10.52,-3.29,,,
D,31.88,11.18,-20.7,15.0,12.93,-2.08
H,10.48,13.5,3.03,9.1,1.25,-7.85
H,15.0,12.93,-2.08,17.0,3.85,-13.15
D,,,,46.0,24.73,-21.28
A,11.3,4.68,-6.63,24.7,1.83,-22.88
H,9.1,1.25,-7.85,31.88,11.18,-20.7
H,9.23,0.0,-9.23,13.8,10.52,-3.29
H,18.03,3.33,-14.7,69.85,6.75,-63.1
H,17.9,2.5,-15.4,21.65,2.28,-19.38
D,29.38,24.33,-5.05,61.0,38.65,-22.35
H,15.0,12.93,-2.08,,,
H,27.2,18.0,-9.2,18.03,3.33,-14.7
H,17.98,16.91,-1.07,10.48,13.5,3.03
H,46.0,24.73,-21.28,11.3,4.68,-6.63
A,69.85,6.75,-63.1,88.98,52.6,-36.38
A,17.0,3.85,-13.15,9.23,0.0,-9.23
D,21.65,2.28,-19.38,18.03,3.33,-14.7
D,13.8,10.52,-3.29,17.98,16.91,-1.07
H,46.0,24.73,-21.28,29.38,24.33,-5.05
D,27.2,18.0,-9.2,11.3,4.68,-6.63
D,61.0,38.65,-22.35,15.0,12.93,-2.08
D,10.48,13.5,3.03,,,
H,69.85,6.75,-63.1,17.9,2.5,-15.4
D,24.7,1.83,-22.88,9.1,1.25,-7.85
D,31.88,11.18,-20.7,88.98,52.6,-36.38
H,17.98,16.91,-1.07,21.65,2.28,-19.38
D,88.98,52.6,-36.38,17.0,3.85,-13.15
A,17.9,2.5,-15.4,27.2,18.0,-9.2
A,,,,24.7,1.83,-22.88
A,11.3,4.68,-6.63,61.0,38.65,-22.35
H,9.1,1.25,-7.85,46.0,24.73,-21.28
H,18.03,3.33,-14.7,10.48,13.5,3.03
A,29.38,24.33,-5.05,69.85,6.75,-63.1
H,15.0,12.93,-2.08,13.8,10.52,-3.29
H,9.23,0.0,-9.23,31.88,11.18,-20.7
H,24.7,1.83,-22.88,18.03,3.33,-14.7
H,17.9,2.5,-15.4,9.1,1.25,-7.85
H,13.8,10.52,-3.29,46.0,24.73,-21.28
A,,,,27.2,18.0,-9.2
A,31.88,11.18,-20.7,17.98,16.91,-1.07
A,9.23,0.0,-9.23,10.48,13.5,3.03
H,69.85,6.75,-63.1,17.0,3.85,-13.15
A,29.38,24.33,-5.05,11.3,4.68,-6.63
D,15.0,12.93,-2.08,88.98,52.6,-36.38
A,21.65,2.28,-19.38,61.0,38.65,-22.35
D,88.98,52.6,-36.38,27.2,18.0,-9.2
D,61.0,38.65,-22.35,17.98,16.91,-1.07
D,17.98,16.91,-1.07,9.23,0.0,-9.23
D,17.0,3.85,-13.15,24.7,1.83,-22.88
D,88.98,52.6,-36.38,17.9,2.5,-15.4
D,46.0,24.73,-21.28,21.65,2.28,-19.38
A,27.2,18.0,-9.2,69.85,6.75,-63.1
H,11.3,4.68,-6.63,13.8,10.52,-3.29
D,9.1,1.25,-7.85,15.0,12.93,-2.08
A,18.03,3.33,-14.7,29.38,24.33,-5.05
H,61.0,38.65,-22.35,,,
D,10.48,13.5,3.03,31.88,11.18,-20.7
A,24.9,17.9,-7.0,90.7,46.75,-43.95
A,22.35,21.97,-0.384,37.85,31.7,-6.15
D,22.68,5.24,-17.44,58.64,23.38,-35.27
H,37.55,14.8,-22.75,17.9,17.83,-0.075
A,50.6,30.23,-20.38,6.2,3.98,-2.23
H,64.32,3.2,-61.12,94.15,22.55,-71.6
A,47.15,42.0,-5.15,77.95,10.56,-67.39
H,30.95,56.73,25.78,50.43,19.5,-30.93
H,59.0,43.65,-15.35,29.3,8.48,-20.83
D,106.5,46.6,-59.9,12.1,5.7,-6.4
A,94.15,22.55,-71.6,37.55,14.8,-22.75
D,29.3,8.48,-20.83,64.32,3.2,-61.12
H,50.43,19.5,-30.93,22.35,21.97,-0.384
H,77.95,10.56,-67.39,22.68,5.24,-17.44
D,58.64,23.38,-35.27,106.5,46.6,-59.9
A,12.1,5.7,-6.4,59.0,43.65,-15.35
H,17.9,17.83,-0.075,50.6,30.23,-20.38
A,29.3,8.48,-20.83,47.15,42.0,-5.15
A,50.43,19.5,-30.93,50.6,30.23,-20.38
D,37.85,31.7,-6.15,24.9,17.9,-7.0
H,58.64,23.38,-35.27,22.35,21.97,-0.384
H,12.1,5.7,-6.4,37.55,14.8,-22.75
H,94.15,22.55,-71.6,22.68,5.24,-17.44
H,17.9,17.83,-0.075,64.32,3.2,-61.12
D,6.2,3.98,-2.23,30.95,56.73,25.78
D,90.7,46.75,-43.95,59.0,43.65,-15.35
H,77.95,10.56,-67.39,106.5,46.6,-59.9
H,30.95,56.73,25.78,77.95,10.56,-67.39
H,24.9,17.9,-7.0,50.43,19.5,-30.93
H,22.35,21.97,-0.384,12.1,5.7,-6.4
H,59.0,43.65,-15.35,58.64,23.38,-35.27
A,22.68,5.24,-17.44,29.3,8.48,-20.83
D,37.55,14.8,-22.75,6.2,3.98,-2.23
A,64.32,3.2,-61.12,90.7,46.75,-43.95
D,47.15,42.0,-5.15,17.9,17.83,-0.075
H,106.5,46.6,-59.9,94.15,22.55,-71.6
D,50.6,30.23,-20.38,37.85,31.7,-6.15
A,22.35,21.97,-0.384,37.55,14.8,-22.75
D,50.43,19.5,-30.93,94.15,22.55,-71.6
H,90.7,46.75,-43.95,22.68,5.24,-17.44
H,106.5,46.6,-59.9,64.32,3.2,-61.12
H,50.6,30.23,-20.38,29.3,8.48,-20.83
H,37.85,31.7,-6.15,17.9,17.83,-0.075
A,12.1,5.7,-6.4,47.15,42.0,-5.15
H,30.95,56.73,25.78,58.64,23.38,-35.27
H,24.9,17.9,-7.0,59.0,43.65,-15.35
H,6.2,3.98,-2.23,77.95,10.56,-67.39
H,29.3,8.48,-20.83,22.35,21.97,-0.384
D,59.0,43.65,-15.35,6.2,3.98,-2.23
A,37.55,14.8,-22.75,106.5,46.6,-59.9
D,58.64,23.38,-35.27,90.7,46.75,-43.95
H,64.32,3.2,-61.12,12.1,5.7,-6.4
A,94.15,22.55,-71.6,30.95,56.73,25.78
H,47.15,42.0,-5.15,50.6,30.23,-20.38
D,17.9,17.83,-0.075,50.43,19.5,-30.93
H,77.95,10.56,-67.39,24.9,17.9,-7.0
H,22.68,5.24,-17.44,37.85,31.7,-6.15
H,30.95,56.73,25.78,22.68,5.24,-17.44
D,50.43,19.5,-30.93,77.95,10.56,-67.39
D,90.7,46.75,-43.95,29.3,8.48,-20.83
D,50.6,30.23,-20.38,64.32,3.2,-61.12
H,12.1,5.7,-6.4,17.9,17.83,-0.075
H,24.9,17.9,-7.0,37.55,14.8,-22.75
A,6.2,3.98,-2.23,58.64,23.38,-35.27
D,22.35,21.97,-0.384,94.15,22.55,-71.6
H,106.5,46.6,-59.9,59.0,43.65,-15.35
H,37.85,31.7,-6.15,47.15,42.0,-5.15
A,29.3,8.48,-20.83,106.5,46.6,-59.9
D,59.0,43.65,-15.35,50.43,19.5,-30.93
D,22.68,5.24,-17.44,22.35,21.97,-0.384
H,77.95,10.56,-67.39,37.85,31.7,-6.15
H,58.64,23.38,-35.27,12.1,5.7,-6.4
A,64.32,3.2,-61.12,6.2,3.98,-2.23
A,47.15,42.0,-5.15,30.95,56.73,25.78
A,17.9,17.83,-0.075,90.7,46.75,-43.95
H,37.55,14.8,-22.75,50.6,30.23,-20.38
D,94.15,22.55,-71.6,24.9,17.9,-7.0
H,24.9,17.9,-7.0,47.15,42.0,-5.15
H,106.5,46.6,-59.9,17.9,17.83,-0.075
H,30.95,56.73,25.78,64.32,3.2,-61.12
H,6.2,3.98,-2.23,29.3,8.48,-20.83
A,22.35,21.97,-0.384,59.0,43.65,-15.35
A,50.43,19.5,-30.93,58.64,23.38,-35.27
D,90.7,46.75,-43.95,94.15,22.55,-71.6
H,77.95,10.56,-67.39,50.6,30.23,-20.38
H,37.85,31.7,-6.15,37.55,14.8,-22.75
H,12.1,5.7,-6.4,22.68,5.24,-17.44
H,30.95,56.73,25.78,22.35,21.97,-0.384
A,24.9,17.9,-7.0,106.5,46.6,-59.9
H,6.2,3.98,-2.23,12.1,5.7,-6.4
A,37.55,14.8,-22.75,90.7,46.75,-43.95
D,50.43,19.5,-30.93,22.68,5.24,-17.44
H,77.95,10.56,-67.39,29.3,8.48,-20.83
A,50.6,30.23,-20.38,59.0,43.65,-15.35
A,17.9,17.83,-0.075,58.64,23.38,-35.27
H,47.15,42.0,-5.15,64.32,3.2,-61.12
H,37.85,31.7,-6.15,94.15,22.55,-71.6
H,29.3,8.48,-20.83,17.9,17.83,-0.075
H,59.0,43.65,-15.35,77.95,10.56,-67.39
H,106.5,46.6,-59.9,50.6,30.23,-20.38
D,58.64,23.38,-35.27,47.15,42.0,-5.15
H,12.1,5.7,-6.4,37.85,31.7,-6.15
D,64.32,3.2,-61.12,50.43,19.5,-30.93
D,22.35,21.97,-0.384,24.9,17.9,-7.0
A,22.68,5.24,-17.44,37.55,14.8,-22.75
D,90.7,46.75,-43.95,30.95,56.73,25.78
A,94.15,22.55,-71.6,6.2,3.98,-2.23
D,30.95,56.73,25.78,106.5,46.6,-59.9
H,24.9,17.9,-7.0,22.68,5.24,-17.44
D,6.2,3.98,-2.23,90.7,46.75,-43.95
H,37.55,14.8,-22.75,29.3,8.48,-20.83
H,50.43,19.5,-30.93,12.1,5.7,-6.4
D,50.6,30.23,-20.38,94.15,22.55,-71.6
A,37.85,31.7,-6.15,58.64,23.38,-35.27
A,17.9,17.83,-0.075,59.0,43.65,-15.35
D,47.15,42.0,-5.15,22.35,21.97,-0.384
H,77.95,10.56,-67.39,64.32,3.2,-61.12
A,22.68,5.24,-17.44,47.15,42.0,-5.15
H,90.7,46.75,-43.95,50.43,19.5,-30.93
D,64.32,3.2,-61.12,37.85,31.7,-6.15
A,29.3,8.48,-20.83,24.9,17.9,-7.0
D,22.35,21.97,-0.384,50.6,30.23,-20.38
D,59.0,43.65,-15.35,37.55,14.8,-22.75
H,106.5,46.6,-59.9,6.2,3.98,-2.23
D,58.64,23.38,-35.27,77.95,10.56,-67.39
H,94.15,22.55,-71.6,17.9,17.83,-0.075
A,12.1,5.7,-6.4,30.95,56.73,25.78
H,30.95,56.73,25.78,17.9,17.83,-0.075
A,29.3,8.48,-20.83,58.64,23.38,-35.27
H,22.35,21.97,-0.384,106.5,46.6,-59.9
A,22.68,5.24,-17.44,59.0,43.65,-15.35
H,37.55,14.8,-22.75,64.32,3.2,-61.12
H,77.95,10.56,-67.39,12.1,5.7,-6.4
A,50.6,30.23,-20.38,24.9,17.9,-7.0
A,37.85,31.7,-6.15,90.7,46.75,-43.95
D,50.43,19.5,-30.93,6.2,3.98,-2.23
D,47.15,42.0,-5.15,94.15,22.55,-71.6
A,6.2,3.98,-2.23,24.9,17.9,-7.0
A,24.9,17.9,-7.0,30.95,56.73,25.78
H,6.2,3.98,-2.23,37.85,31.7,-6.15
H,59.0,43.65,-15.35,47.15,42.0,-5.15
D,58.64,23.38,-35.27,37.55,14.8,-22.75
D,12.1,5.7,-6.4,50.6,30.23,-20.38
H,64.32,3.2,-61.12,22.68,5.24,-17.44
D,17.9,17.83,-0.075,77.95,10.56,-67.39
H,90.7,46.75,-43.95,22.35,21.97,-0.384
A,94.15,22.55,-71.6,29.3,8.48,-20.83
H,106.5,46.6,-59.9,50.43,19.5,-30.93
D,37.85,31.7,-6.15,30.95,56.73,25.78
A,24.9,17.9,-7.0,58.64,23.38,-35.27
H,59.0,43.65,-15.35,64.32,3.2,-61.12
H,37.55,14.8,-22.75,50.43,19.5,-30.93
H,106.5,46.6,-59.9,22.68,5.24,-17.44
H,37.85,31.7,-6.15,29.3,8.48,-20.83
H,12.1,5.7,-6.4,90.7,46.75,-43.95
A,6.2,3.98,-2.23,47.15,42.0,-5.15
H,22.35,21.97,-0.384,17.9,17.83,-0.075
H,50.6,30.23,-20.38,30.95,56.73,25.78
H,94.15,22.55,-71.6,77.95,10.56,-67.39
D,29.3,8.48,-20.83,12.1,5.7,-6.4
A,22.68,5.24,-17.44,50.6,30.23,-20.38
A,50.43,19.5,-30.93,37.85,31.7,-6.15
H,77.95,10.56,-67.39,22.35,21.97,-0.384
A,58.64,23.38,-35.27,94.15,22.55,-71.6
D,64.32,3.2,-61.12,24.9,17.9,-7.0
A,47.15,42.0,-5.15,37.55,14.8,-22.75
H,17.9,17.83,-0.075,6.2,3.98,-2.23
H,30.95,56.73,25.78,59.0,43.65,-15.35
A,90.7,46.75,-43.95,106.5,46.6,-59.9
H,30.95,56.73,25.78,94.15,22.55,-71.6
D,24.9,17.9,-7.0,77.95,10.56,-67.39
H,22.35,21.97,-0.384,29.3,8.48,-20.83
D,50.43,19.5,-30.93,17.9,17.83,-0.075
H,90.7,46.75,-43.95,58.64,23.38,-35.27
A,50.6,30.23,-20.38,47.15,42.0,-5.15
H,12.1,5.7,-6.4,64.32,3.2,-61.12
A,6.2,3.98,-2.23,59.0,43.65,-15.35
H,106.5,46.6,-59.9,37.55,14.8,-22.75
D,37.85,31.7,-6.15,22.68,5.24,-17.44
H,29.3,8.48,-20.83,50.6,30.23,-20.38
D,59.0,43.65,-15.35,24.9,17.9,-7.0
A,22.68,5.24,-17.44,90.7,46.75,-43.95
H,37.55,14.8,-22.75,22.35,21.97,-0.384
D,58.64,23.38,-35.27,30.95,56.73,25.78
A,64.32,3.2,-61.12,106.5,46.6,-59.9
H,94.15,22.55,-71.6,50.43,19.5,-30.93
D,47.15,42.0,-5.15,12.1,5.7,-6.4
H,17.9,17.83,-0.075,37.85,31.7,-6.15
D,77.95,10.56,-67.39,6.2,3.98,-2.23
D,29.3,8.48,-20.83,50.43,19.5,-30.93
H,59.0,43.65,-15.35,37.85,31.7,-6.15
A,37.55,14.8,-22.75,30.95,56.73,25.78
A,58.64,23.38,-35.27,50.6,30.23,-20.38
H,64.32,3.2,-61.12,22.35,21.97,-0.384
H,94.15,22.55,-71.6,12.1,5.7,-6.4
H,47.15,42.0,-5.15,106.5,46.6,-59.9
A,17.9,17.83,-0.075,24.9,17.9,-7.0
A,22.68,5.24,-17.44,6.2,3.98,-2.23
D,77.95,10.56,-67.39,90.7,46.75,-43.95
H,30.95,56.73,25.78,47.15,42.0,-5.15
H,24.9,17.9,-7.0,94.15,22.55,-71.6
A,50.43,19.5,-30.93,59.0,43.65,-15.35
H,106.5,46.6,-59.9,29.3,8.48,-20.83
A,50.6,30.23,-20.38,37.55,14.8,-22.75
A,12.1,5.7,-6.4,58.64,23.38,-35.27
H,6.2,3.98,-2.23,64.32,3.2,-61.12
H,22.35,21.97,-0.384,22.68,5.24,-17.44
D,90.7,46.75,-43.95,17.9,17.83,-0.075
A,37.85,31.7,-6.15,77.95,10.56,-67.39
D,30.95,56.73,25.78,29.3,8.48,-20.83
H,24.9,17.9,-7.0,12.1,5.7,-6.4
H,59.0,43.65,-15.35,94.15,22.55,-71.6
A,22.68,5.24,-17.44,17.9,17.83,-0.075
H,37.55,14.8,-22.75,77.95,10.56,-67.39
H,106.5,46.6,-59.9,37.85,31.7,-6.15
D,50.6,30.23,-20.38,90.7,46.75,-43.95
H,47.15,42.0,-5.15,50.43,19.5,-30.93
A,22.35,21.97,-0.384,6.2,3.98,-2.23
H,64.32,3.2,-61.12,58.64,23.38,-35.27
A,29.3,8.48,-20.83,59.0,43.65,-15.35
D,6.2,3.98,-2.23,50.6,30.23,-20.38
A,50.43,19.5,-30.93,30.95,56.73,25.78
D,37.85,31.7,-6.15,22.35,21.97,-0.384
H,58.64,23.38,-35.27,22.68,5.24,-17.44
A,12.1,5.7,-6.4,106.5,46.6,-59.9
H,94.15,22.55,-71.6,64.32,3.2,-61.12
D,77.95,10.56,-67.39,47.15,42.0,-5.15
A,17.9,17.83,-0.075,37.55,14.8,-22.75
D,90.7,46.75,-43.95,24.9,17.9,-7.0
D,24.9,17.9,-7.0,6.2,3.98,-2.23
H,30.95,56.73,25.78,37.85,31.7,-6.15
D,22.35,21.97,-0.384,50.43,19.5,-30.93
H,50.6,30.23,-20.38,17.9,17.83,-0.075
H,64.32,3.2,-61.12,29.3,8.48,-20.83
H,59.0,43.65,-15.35,12.1,5.7,-6.4
D,22.68,5.24,-17.44,77.95,10.56,-67.39
D,37.55,14.8,-22.75,94.15,22.55,-71.6
H,106.5,46.6,-59.9,58.64,23.38,-35.27
H,47.15,42.0,-5.15,90.7,46.75,-43.95
D,29.3,8.48,-20.83,22.68,5.24,-17.44
D,6.2,3.98,-2.23,37.55,14.8,-22.75
H,90.7,46.75,-43.95,64.32,3.2,-61.12
A,77.95,10.56,-67.39,30.95,56.73,25.78
D,58.64,23.38,-35.27,59.0,43.65,-15.35
A,12.1,5.7,-6.4,22.35,21.97,-0.384
D,94.15,22.55,-71.6,106.5,46.6,-59.9
H,17.9,17.83,-0.075,47.15,42.0,-5.15
H,50.43,19.5,-30.93,24.9,17.9,-7.0
D,37.85,31.7,-6.15,50.6,30.23,-20.38
H,24.9,17.9,-7.0,37.85,31.7,-6.15
A,22.35,21.97,-0.384,58.64,23.38,-35.27
A,22.68,5.24,-17.44,94.15,22.55,-71.6
H,37.55,14.8,-22.75,12.1,5.7,-6.4
H,50.6,30.23,-20.38,50.43,19.5,-30.93
H,64.32,3.2,-61.12,17.9,17.83,-0.075
D,47.15,42.0,-5.15,29.3,8.48,-20.83
D,59.0,43.65,-15.35,90.7,46.75,-43.95
A,106.5,46.6,-59.9,77.95,10.56,-67.39
H,30.95,56.73,25.78,6.2,3.98,-2.23
D,29.3,8.48,-20.83,30.95,56.73,25.78
A,50.43,19.5,-30.93,47.15,42.0,-5.15
H,90.7,46.75,-43.95,50.6,30.23,-20.38
A,37.85,31.7,-6.15,106.5,46.6,-59.9
H,58.64,23.38,-35.27,64.32,3.2,-61.12
H,17.9,17.83,-0.075,22.68,5.24,-17.44
H,6.2,3.98,-2.23,22.35,21.97,-0.384
A,12.1,5.7,-6.4,24.9,17.9,-7.0
A,77.95,10.56,-67.39,37.55,14.8,-22.75
D,30.95,56.73,25.78,24.9,17.9,-7.0
H,29.3,8.48,-20.83,94.15,22.55,-71.6
D,22.68,5.24,-17.44,64.32,3.2,-61.12
A,50.43,19.5,-30.93,106.5,46.6,-59.9
D,77.95,10.56,-67.39,17.9,17.83,-0.075
A,50.6,30.23,-20.38,12.1,5.7,-6.4
A,37.85,31.7,-6.15,6.2,3.98,-2.23
A,47.15,42.0,-5.15,59.0,43.65,-15.35
A,22.35,21.97,-0.384,90.7,46.75,-43.95
H,37.55,14.8,-22.75,58.64,23.38,-35.27
H,90.7,46.75,-43.95,47.15,42.0,-5.15
D,6.2,3.98,-2.23,50.43,19.5,-30.93
H,90.7,46.75,-43.95,37.85,31.7,-6.15
H,12.1,5.7,-6.4,77.95,10.56,-67.39
A,64.32,3.2,-61.12,37.55,14.8,-22.75
H,94.15,22.55,-71.6,47.15,42.0,-5.15
D,17.9,17.83,-0.075,30.95,56.73,25.78
D,24.9,17.9,-7.0,50.6,30.23,-20.38
H,59.0,43.65,-15.35,22.68,5.24,-17.44
H,58.64,23.38,-35.27,29.3,8.48,-20.83
D,30.95,56.73,25.78,50.6,30.23,-20.38
A,22.68,5.24,-17.44,106.5,46.6,-59.9
H,90.7,46.75,-43.95,12.1,5.7,-6.4
H,58.64,23.38,-35.27,24.9,17.9,-7.0
A,64.32,3.2,-61.12,59.0,43.65,-15.35
H,47.15,42.0,-5.15,6.2,3.98,-2.23
H,50.43,19.5,-30.93,37.55,14.8,-22.75
H,77.95,10.56,-67.39,94.15,22.55,-71.6
H,17.9,17.83,-0.075,22.35,21.97,-0.384
D,29.3,8.48,-20.83,37.85,31.7,-6.15
