FTR,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
H,183.61,40.15,-143.46,13.98,41.75,27.77
H,23.0,8.1,-14.9,25.6,0.175,-25.43
D,37.4,28.4,-9.0,121.5,16.5,-105.0
H,5.4,1.4,-4.0,21.1,6.78,-14.33
A,11.05,12.81,1.76,26.6,2.94,-23.67
D,29.3,16.97,-12.34,13.83,0.85,-12.98
D,13.98,41.75,27.77,11.4,3.4,-8.0
D,20.22,6.44,-13.78,18.03,4.95,-13.08
A,5.73,0.7,-5.03,183.61,40.15,-143.46
H,1.7,6.6,4.9,97.73,101.5,3.78
D,5.05,0.275,-4.78,29.1,41.78,12.68
H,25.6,0.175,-25.43,5.73,0.7,-5.03
H,121.5,16.5,-105.0,20.22,6.44,-13.78
H,29.1,41.78,12.68,37.4,28.4,-9.0
D,26.6,2.94,-23.67,1.7,6.6,4.9
H,13.83,0.85,-12.98,11.05,12.81,1.76
A,18.03,4.95,-13.08,13.98,41.75,27.77
D,11.4,3.4,-8.0,5.4,1.4,-4.0
H,97.73,101.5,3.78,5.05,0.275,-4.78
A,183.61,40.15,-143.46,23.0,8.1,-14.9
A,21.1,6.78,-14.33,29.3,16.97,-12.34
H,23.0,8.1,-14.9,18.03,4.95,-13.08
A,5.05,0.275,-4.78,121.5,16.5,-105.0
H,1.7,6.6,4.9,21.1,6.78,-14.33
H,11.05,12.81,1.76,11.4,3.4,-8.0
H,29.3,16.97,-12.34,26.6,2.94,-23.67
H,20.22,6.44,-13.78,183.61,40.15,-143.46
D,37.4,28.4,-9.0,25.6,0.175,-25.43
A,5.4,1.4,-4.0,97.73,101.5,3.78
H,13.98,41.75,27.77,29.1,41.78,12.68
H,5.73,0.7,-5.03,13.83,0.85,-12.98
D,25.6,0.175,-25.43,18.03,4.95,-13.08
H,5.05,0.275,-4.78,11.4,3.4,-8.0
D,5.73,0.7,-5.03,1.7,6.6,4.9
H,5.4,1.4,-4.0,26.6,2.94,-23.67
D,11.05,12.81,1.76,37.4,28.4,-9.0
H,29.3,16.97,-12.34,20.22,6.44,-13.78
H,29.1,41.78,12.68,21.1,6.78,-14.33
A,23.0,8.1,-14.9,13.98,41.75,27.77
H,97.73,101.5,3.78,121.5,16.5,-105.0
A,13.83,0.85,-12.98,183.61,40.15,-143.46
H,21.1,6.78,-14.33,25.6,0.175,-25.43
D,26.6,2.94,-23.67,29.1,41.78,12.68
H,37.4,28.4,-9.0,5.73,0.7,-5.03
H,121.5,16.5,-105.0,11.05,12.81,1.76
D,1.7,6.6,4.9,5.4,1.4,-4.0
D,183.61,40.15,-143.46,29.3,16.97,-12.34
A,13.98,41.75,27.77,5.05,0.275,-4.78
D,18.03,4.95,-13.08,13.83,0.85,-12.98
D,11.4,3.4,-8.0,97.73,101.5,3.78
A,20.22,6.44,-13.78,23.0,8.1,-14.9
D,37.4,28.4,-9.0,29.3,16.97,-12.34
D,183.61,40.15,-143.46,25.6,0.175,-25.43
D,13.98,41.75,27.77,11.05,12.81,1.76
H,21.1,6.78,-14.33,97.73,101.5,3.78
H,26.6,2.94,-23.67,5.05,0.275,-4.78
D,18.03,4.95,-13.08,5.73,0.7,-5.03
H,11.4,3.4,-8.0,13.83,0.85,-12.98
A,20.22,6.44,-13.78,5.4,1.4,-4.0
A,121.5,16.5,-105.0,29.1,41.78,12.68
A,1.7,6.6,4.9,23.0,8.1,-14.9
A,23.0,8.1,-14.9,26.6,2.94,-23.67
H,25.6,0.175,-25.43,121.5,16.5,-105.0
H,5.73,0.7,-5.03,20.22,6.44,-13.78
H,5.4,1.4,-4.0,13.98,41.75,27.77
H,97.73,101.5,3.78,18.03,4.95,-13.08
H,29.3,16.97,-12.34,11.4,3.4,-8.0
A,13.83,0.85,-12.98,21.1,6.78,-14.33
H,5.05,0.275,-4.78,37.4,28.4,-9.0
A,11.05,12.81,1.76,183.61,40.15,-143.46
D,29.1,41.78,12.68,1.7,6.6,4.9
A,37.4,28.4,-9.0,23.0,8.1,-14.9
D,5.4,1.4,-4.0,5.73,0.7,-5.03
A,1.7,6.6,4.9,13.83,0.85,-12.98
D,11.05,12.81,1.76,25.6,0.175,-25.43
H,29.3,16.97,-12.34,5.05,0.275,-4.78
D,21.1,6.78,-14.33,183.61,40.15,-143.46
H,18.03,4.95,-13.08,11.4,3.4,-8.0
H,20.22,6.44,-13.78,29.1,41.78,12.68
D,13.98,41.75,27.77,121.5,16.5,-105.0
H,26.6,2.94,-23.67,97.73,101.5,3.78
H,23.0,8.1,-14.9,11.05,12.81,1.76
D,25.6,0.175,-25.43,26.6,2.94,-23.67
H,5.05,0.275,-4.78,20.22,6.44,-13.78
D,121.5,16.5,-105.0,1.7,6.6,4.9
H,183.61,40.15,-143.46,5.4,1.4,-4.0
D,11.4,3.4,-8.0,21.1,6.78,-14.33
H,29.1,41.78,12.68,18.03,4.95,-13.08
H,13.83,0.85,-12.98,13.98,41.75,27.77
H,97.73,101.5,3.78,37.4,28.4,-9.0
H,37.4,28.4,-9.0,13.83,0.85,-12.98
D,1.7,6.6,4.9,11.4,3.4,-8.0
D,11.05,12.81,1.76,29.1,41.78,12.68
H,13.98,41.75,27.77,97.73,101.5,3.78
A,21.1,6.78,-14.33,5.73,0.7,-5.03
A,18.03,4.95,-13.08,183.61,40.15,-143.46
H,5.4,1.4,-4.0,5.05,0.275,-4.78
D,26.6,2.94,-23.67,121.5,16.5,-105.0
H,20.22,6.44,-13.78,25.6,0.175,-25.43
H,29.3,16.97,-12.34,23.0,8.1,-14.9
D,5.05,0.275,-4.78,18.03,4.95,-13.08
H,29.1,41.78,12.68,5.4,1.4,-4.0
A,183.61,40.15,-143.46,1.7,6.6,4.9
A,37.4,28.4,-9.0,26.6,2.94,-23.67
A,5.05,0.275,-4.78,21.1,6.78,-14.33
H,5.4,1.4,-4.0,13.83,0.85,-12.98
A,11.05,12.81,1.76,18.03,4.95,-13.08
H,29.3,16.97,-12.34,29.1,41.78,12.68
A,13.98,41.75,27.77,183.61,40.15,-143.46
A,20.22,6.44,-13.78,11.4,3.4,-8.0
H,23.0,8.1,-14.9,121.5,16.5,-105.0
D,25.6,0.175,-25.43,29.3,16.97,-12.34
H,183.61,40.15,-143.46,37.4,28.4,-9.0
A,21.1,6.78,-14.33,11.05,12.81,1.76
A,29.1,41.78,12.68,5.73,0.7,-5.03
H,26.6,2.94,-23.67,13.98,41.75,27.77
A,13.83,0.85,-12.98,5.05,0.275,-4.78
D,18.03,4.95,-13.08,1.7,6.6,4.9
H,121.5,16.5,-105.0,5.4,1.4,-4.0
A,97.73,101.5,3.78,20.22,6.44,-13.78
D,11.4,3.4,-8.0,23.0,8.1,-14.9
A,25.6,0.175,-25.43,23.0,8.1,-14.9
H,97.73,101.5,3.78,5.4,1.4,-4.0
H,183.61,40.15,-143.46,5.73,0.7,-5.03
H,21.1,6.78,-14.33,1.7,6.6,4.9
H,29.1,41.78,12.68,5.05,0.275,-4.78
H,26.6,2.94,-23.67,11.05,12.81,1.76
A,13.83,0.85,-12.98,29.3,16.97,-12.34
H,18.03,4.95,-13.08,20.22,6.44,-13.78
D,121.5,16.5,-105.0,37.4,28.4,-9.0
A,11.4,3.4,-8.0,13.98,41.75,27.77
A,5.73,0.7,-5.03,25.6,0.175,-25.43
H,11.05,12.81,1.76,13.83,0.85,-12.98
H,29.3,16.97,-12.34,21.1,6.78,-14.33
D,23.0,8.1,-14.9,183.61,40.15,-143.46
A,37.4,28.4,-9.0,29.1,41.78,12.68
H,5.05,0.275,-4.78,97.73,101.5,3.78
D,5.4,1.4,-4.0,11.4,3.4,-8.0
H,1.7,6.6,4.9,26.6,2.94,-23.67
H,13.98,41.75,27.77,18.03,4.95,-13.08
H,20.22,6.44,-13.78,121.5,16.5,-105.0
H,5.73,0.7,-5.03,97.73,101.5,3.78
H,121.5,16.5,-105.0,5.05,0.275,-4.78
H,183.61,40.15,-143.46,20.22,6.44,-13.78
H,21.1,6.78,-14.33,5.4,1.4,-4.0
H,13.83,0.85,-12.98,5.73,0.7,-5.03
A,18.03,4.95,-13.08,23.0,8.1,-14.9
D,11.4,3.4,-8.0,11.05,12.81,1.76
D,25.6,0.175,-25.43,37.4,28.4,-9.0
D,97.73,101.5,3.78,1.7,6.6,4.9
D,29.1,41.78,12.68,13.98,41.75,27.77
D,26.6,2.94,-23.67,29.3,16.97,-12.34
H,23.0,8.1,-14.9,11.4,3.4,-8.0
H,37.4,28.4,-9.0,183.61,40.15,-143.46
A,5.73,0.7,-5.03,29.1,41.78,12.68
D,1.7,6.6,4.9,18.03,4.95,-13.08
H,11.05,12.81,1.76,21.1,6.78,-14.33
H,29.3,16.97,-12.34,25.6,0.175,-25.43
D,13.98,41.75,27.77,26.6,2.94,-23.67
A,20.22,6.44,-13.78,97.73,101.5,3.78
H,5.05,0.275,-4.78,13.83,0.85,-12.98
A,5.4,1.4,-4.0,121.5,16.5,-105.0
A,5.73,0.7,-5.03,29.3,16.97,-12.34
A,11.4,3.4,-8.0,37.4,28.4,-9.0
H,97.73,101.5,3.78,11.05,12.81,1.76
H,23.0,8.1,-14.9,1.7,6.6,4.9
H,29.3,16.97,-12.34,37.4,28.4,-9.0
A,29.1,41.78,12.68,121.5,16.5,-105.0
D,13.83,0.85,-12.98,11.4,3.4,-8.0
D,25.6,0.175,-25.43,183.61,40.15,-143.46
A,5.05,0.275,-4.78,26.6,2.94,-23.67
A,5.73,0.7,-5.03,18.03,4.95,-13.08
H,5.4,1.4,-4.0,20.22,6.44,-13.78
H,11.05,12.81,1.76,13.98,41.75,27.77
H,97.73,101.5,3.78,21.1,6.78,-14.33
D,37.4,28.4,-9.0,11.05,12.81,1.76
H,1.7,6.6,4.9,5.73,0.7,-5.03
H,183.61,40.15,-143.46,13.83,0.85,-12.98
D,13.98,41.75,27.77,23.0,8.1,-14.9
H,21.1,6.78,-14.33,29.1,41.78,12.68
H,26.6,2.94,-23.67,5.4,1.4,-4.0
H,11.4,3.4,-8.0,5.05,0.275,-4.78
H,20.22,6.44,-13.78,29.3,16.97,-12.34
A,121.5,16.5,-105.0,97.73,101.5,3.78
A,18.03,4.95,-13.08,25.6,0.175,-25.43
H,23.0,8.1,-14.9,20.22,6.44,-13.78
H,25.6,0.175,-25.43,21.1,6.78,-14.33
D,5.05,0.275,-4.78,13.98,41.75,27.77
D,5.73,0.7,-5.03,37.4,28.4,-9.0
D,97.73,101.5,3.78,11.4,3.4,-8.0
H,29.3,16.97,-12.34,183.61,40.15,-143.46
A,29.1,41.78,12.68,26.6,2.94,-23.67
D,13.83,0.85,-12.98,18.03,4.95,-13.08
H,5.4,1.4,-4.0,1.7,6.6,4.9
D,11.05,12.81,1.76,121.5,16.5,-105.0
A,25.6,0.175,-25.43,13.98,41.75,27.77
D,13.83,0.85,-12.98,20.22,6.44,-13.78
H,5.73,0.7,-5.03,26.6,2.94,-23.67
H,23.0,8.1,-14.9,21.1,6.78,-14.33
H,37.4,28.4,-9.0,5.05,0.275,-4.78
H,1.7,6.6,4.9,29.1,41.78,12.68
D,13.98,41.75,27.77,5.4,1.4,-4.0
A,11.4,3.4,-8.0,29.3,16.97,-12.34
H,20.22,6.44,-13.78,5.73,0.7,-5.03
D,183.61,40.15,-143.46,11.05,12.81,1.76
H,18.03,4.95,-13.08,97.73,101.5,3.78
D,21.1,6.78,-14.33,13.83,0.85,-12.98
H,121.5,16.5,-105.0,29.3,16.97,-12.34
D,23.0,8.1,-14.9,29.1,41.78,12.68
A,25.6,0.175,-25.43,13.83,0.85,-12.98
H,5.4,1.4,-4.0,37.4,28.4,-9.0
H,11.05,12.81,1.76,5.05,0.275,-4.78
H,183.61,40.15,-143.46,11.4,3.4,-8.0
A,13.98,41.75,27.77,1.7,6.6,4.9
H,18.03,4.95,-13.08,21.1,6.78,-14.33
H,97.73,101.5,3.78,29.3,16.97,-12.34
D,20.22,6.44,-13.78,26.6,2.94,-23.67
A,5.73,0.7,-5.03,121.5,16.5,-105.0
D,1.7,6.6,4.9,25.6,0.175,-25.43
A,37.4,28.4,-9.0,20.22,6.44,-13.78
D,5.05,0.275,-4.78,5.73,0.7,-5.03
H,1.7,6.6,4.9,11.05,12.81,1.76
H,29.3,16.97,-12.34,5.4,1.4,-4.0
H,21.1,6.78,-14.33,13.98,41.75,27.77
D,26.6,2.94,-23.67,18.03,4.95,-13.08
D,13.83,0.85,-12.98,23.0,8.1,-14.9
H,11.4,3.4,-8.0,25.6,0.175,-25.43
H,121.5,16.5,-105.0,183.61,40.15,-143.46
A,29.1,41.78,12.68,97.73,101.5,3.78
D,23.0,8.1,-14.9,5.05,0.275,-4.78
H,25.6,0.175,-25.43,5.4,1.4,-4.0
D,1.7,6.6,4.9,37.4,28.4,-9.0
H,13.98,41.75,27.77,20.22,6.44,-13.78
D,21.1,6.78,-14.33,121.5,16.5,-105.0
H,13.83,0.85,-12.98,97.73,101.5,3.78
A,18.03,4.95,-13.08,29.3,16.97,-12.34
D,11.4,3.4,-8.0,26.6,2.94,-23.67
H,11.05,12.81,1.76,5.73,0.7,-5.03
H,183.61,40.15,-143.46,29.1,41.78,12.68
D,5.05,0.275,-4.78,25.6,0.175,-25.43
H,5.4,1.4,-4.0,18.03,4.95,-13.08
H,121.5,16.5,-105.0,11.4,3.4,-8.0
H,29.3,16.97,-12.34,11.05,12.81,1.76
A,29.1,41.78,12.68,13.83,0.85,-12.98
H,26.6,2.94,-23.67,21.1,6.78,-14.33
A,20.22,6.44,-13.78,1.7,6.6,4.9
H,37.4,28.4,-9.0,13.98,41.75,27.77
A,5.73,0.7,-5.03,23.0,8.1,-14.9
H,97.73,101.5,3.78,183.61,40.15,-143.46
H,25.6,0.175,-25.43,29.1,41.78,12.68
A,5.73,0.7,-5.03,11.4,3.4,-8.0
H,1.7,6.6,4.9,5.05,0.275,-4.78
A,13.83,0.85,-12.98,121.5,16.5,-105.0
A,18.03,4.95,-13.08,37.4,28.4,-9.0
D,23.0,8.1,-14.9,97.73,101.5,3.78
D,13.98,41.75,27.77,29.3,16.97,-12.34
H,121.5,16.5,-105.0,25.6,0.175,-25.43
D,26.6,2.94,-23.67,23.0,8.1,-14.9
D,37.4,28.4,-9.0,21.1,6.78,-14.33
D,5.73,0.7,-5.03,13.98,41.75,27.77
H,121.5,16.5,-105.0,18.03,4.95,-13.08
H,97.73,101.5,3.78,25.6,0.175,-25.43
H,29.3,16.97,-12.34,1.7,6.6,4.9
H,29.1,41.78,12.68,11.4,3.4,-8.0
D,26.6,2.94,-23.67,13.83,0.85,-12.98
D,20.22,6.44,-13.78,11.05,12.81,1.76
H,5.4,1.4,-4.0,23.0,8.1,-14.9
A,5.05,0.275,-4.78,183.61,40.15,-143.46
H,21.1,6.78,-14.33,20.22,6.44,-13.78
H,11.05,12.81,1.76,5.4,1.4,-4.0
H,5.05,0.275,-4.78,5.4,1.4,-4.0
D,5.73,0.7,-5.03,21.1,6.78,-14.33
H,121.5,16.5,-105.0,26.6,2.94,-23.67
A,29.1,41.78,12.68,11.05,12.81,1.76
H,13.83,0.85,-12.98,37.4,28.4,-9.0
D,11.4,3.4,-8.0,1.7,6.6,4.9
H,23.0,8.1,-14.9,29.3,16.97,-12.34
D,25.6,0.175,-25.43,20.22,6.44,-13.78
H,97.73,101.5,3.78,13.98,41.75,27.77
H,183.61,40.15,-143.46,18.03,4.95,-13.08
D,37.4,28.4,-9.0,11.4,3.4,-8.0
A,5.4,1.4,-4.0,29.1,41.78,12.68
H,1.7,6.6,4.9,183.61,40.15,-143.46
H,13.98,41.75,27.77,25.6,0.175,-25.43
D,26.6,2.94,-23.67,5.73,0.7,-5.03
D,18.03,4.95,-13.08,5.05,0.275,-4.78
H,29.3,16.97,-12.34,121.5,16.5,-105.0
H,21.1,6.78,-14.33,23.0,8.1,-14.9
H,20.22,6.44,-13.78,13.83,0.85,-12.98
A,11.05,12.81,1.76,97.73,101.5,3.78
H,183.61,40.15,-143.46,26.6,2.94,-23.67
D,5.05,0.275,-4.78,29.3,16.97,-12.34
H,5.73,0.7,-5.03,5.4,1.4,-4.0
A,29.1,41.78,12.68,20.22,6.44,-13.78
H,13.83,0.85,-12.98,1.7,6.6,4.9
A,23.0,8.1,-14.9,37.4,28.4,-9.0
A,25.6,0.175,-25.43,11.05,12.81,1.76
D,121.5,16.5,-105.0,13.98,41.75,27.77
A,97.73,101.5,3.78,26.6,2.94,-23.67
H,11.4,3.4,-8.0,18.03,4.95,-13.08
H,183.61,40.15,-143.46,21.1,6.78,-14.33
H,37.4,28.4,-9.0,97.73,101.5,3.78
A,5.4,1.4,-4.0,183.61,40.15,-143.46
H,1.7,6.6,4.9,121.5,16.5,-105.0
D,11.05,12.81,1.76,23.0,8.1,-14.9
H,29.3,16.97,-12.34,5.73,0.7,-5.03
D,13.98,41.75,27.77,13.83,0.85,-12.98
A,21.1,6.78,-14.33,11.4,3.4,-8.0
H,26.6,2.94,-23.67,25.6,0.175,-25.43
A,18.03,4.95,-13.08,29.1,41.78,12.68
A,20.22,6.44,-13.78,5.05,0.275,-4.78
A,20.55,40.3,19.75,12.05,2.6,-9.45
D,18.13,7.67,-10.46,20.34,43.75,23.41
D,65.33,22.0,-43.33,27.92,26.33,-1.6
D,27.0,16.04,-10.96,65.48,78.29,12.82
A,26.23,2.8,-23.43,15.6,16.33,0.73
D,12.38,11.29,-1.09,15.25,0.5,-14.75
D,24.8,1.99,-22.82,96.45,31.56,-64.89
A,9.14,11.12,1.98,62.3,12.9,-49.41
H,91.05,31.2,-59.85,12.85,0.455,-12.4
A,65.48,78.29,12.82,65.33,22.0,-43.33
H,20.34,43.75,23.41,20.55,40.3,19.75
H,96.45,31.56,-64.89,9.14,11.12,1.98
A,7.2,26.8,19.6,26.23,2.8,-23.43
A,27.92,26.33,-1.6,27.0,16.04,-10.96
D,12.85,0.455,-12.4,12.38,11.29,-1.09
A,15.6,16.33,0.73,91.05,31.2,-59.85
D,15.25,0.5,-14.75,24.8,1.99,-22.82
H,12.05,2.6,-9.45,18.13,7.67,-10.46
H,62.3,12.9,-49.41,9.0,43.25,34.25
D,20.34,43.75,23.41,12.05,2.6,-9.45
A,20.55,40.3,19.75,7.2,26.8,19.6
H,96.45,31.56,-64.89,15.25,0.5,-14.75
H,65.33,22.0,-43.33,15.6,16.33,0.73
D,12.85,0.455,-12.4,27.92,26.33,-1.6
H,12.38,11.29,-1.09,26.23,2.8,-23.43
H,62.3,12.9,-49.41,65.48,78.29,12.82
H,27.0,16.04,-10.96,18.13,7.67,-10.46
A,9.0,43.25,34.25,91.05,31.2,-59.85
A,9.14,11.12,1.98,24.8,1.99,-22.82
H,65.48,78.29,12.82,12.85,0.455,-12.4
A,15.6,16.33,0.73,62.3,12.9,-49.41
D,7.2,26.8,19.6,20.34,43.75,23.41
H,91.05,31.2,-59.85,12.38,11.29,-1.09
H,24.8,1.99,-22.82,65.33,22.0,-43.33
A,27.92,26.33,-1.6,96.45,31.56,-64.89
A,12.05,2.6,-9.45,9.0,43.25,34.25
D,18.13,7.67,-10.46,20.55,40.3,19.75
A,15.25,0.5,-14.75,9.14,11.12,1.98
D,26.23,2.8,-23.43,27.0,16.04,-10.96
D,20.34,43.75,23.41,27.0,16.04,-10.96
H,20.55,40.3,19.75,65.48,78.29,12.82
A,15.6,16.33,0.73,15.25,0.5,-14.75
H,7.2,26.8,19.6,12.38,11.29,-1.09
H,12.85,0.455,-12.4,9.14,11.12,1.98
A,12.05,2.6,-9.45,26.23,2.8,-23.43
D,18.13,7.67,-10.46,91.05,31.2,-59.85
H,62.3,12.9,-49.41,96.45,31.56,-64.89
H,27.92,26.33,-1.6,24.8,1.99,-22.82
H,9.0,43.25,34.25,65.33,22.0,-43.33
H,65.48,78.29,12.82,15.6,16.33,0.73
H,96.45,31.56,-64.89,12.85,0.455,-12.4
H,65.33,22.0,-43.33,12.05,2.6,-9.45
H,91.05,31.2,-59.85,7.2,26.8,19.6
H,27.0,16.04,-10.96,20.55,40.3,19.75
D,24.8,1.99,-22.82,62.3,12.9,-49.41
D,9.14,11.12,1.98,18.13,7.67,-10.46
A,12.38,11.29,-1.09,9.0,43.25,34.25
D,26.23,2.8,-23.43,20.34,43.75,23.41
H,15.25,0.5,-14.75,27.92,26.33,-1.6
H,20.34,43.75,23.41,12.38,11.29,-1.09
A,20.55,40.3,19.75,91.05,31.2,-59.85
A,7.2,26.8,19.6,65.33,22.0,-43.33
H,62.3,12.9,-49.41,15.25,0.5,-14.75
D,27.92,26.33,-1.6,9.14,11.12,1.98
A,12.05,2.6,-9.45,27.0,16.04,-10.96
A,15.6,16.33,0.73,96.45,31.56,-64.89
H,18.13,7.67,-10.46,26.23,2.8,-23.43
H,12.85,0.455,-12.4,24.8,1.99,-22.82
H,9.0,43.25,34.25,65.48,78.29,12.82
H,96.45,31.56,-64.89,7.2,26.8,19.6
D,65.33,22.0,-43.33,62.3,12.9,-49.41
H,91.05,31.2,-59.85,20.34,43.75,23.41
H,15.25,0.5,-14.75,12.85,0.455,-12.4
D,26.23,2.8,-23.43,20.55,40.3,19.75
H,24.8,1.99,-22.82,18.13,7.67,-10.46
A,12.38,11.29,-1.09,15.6,16.33,0.73
H,65.48,78.29,12.82,27.92,26.33,-1.6
D,27.0,16.04,-10.96,9.0,43.25,34.25
H,9.14,11.12,1.98,12.05,2.6,-9.45
A,20.34,43.75,23.41,9.14,11.12,1.98
A,15.6,16.33,0.73,27.92,26.33,-1.6
D,65.33,22.0,-43.33,15.25,0.5,-14.75
H,27.0,16.04,-10.96,12.38,11.29,-1.09
D,12.05,2.6,-9.45,12.85,0.455,-12.4
H,65.48,78.29,12.82,24.8,1.99,-22.82
A,20.55,40.3,19.75,9.0,43.25,34.25
A,18.13,7.67,-10.46,7.2,26.8,19.6
A,62.3,12.9,-49.41,91.05,31.2,-59.85
H,26.23,2.8,-23.43,96.45,31.56,-64.89
A,96.45,31.56,-64.89,65.48,78.29,12.82
A,7.2,26.8,19.6,62.3,12.9,-49.41
H,91.05,31.2,-59.85,12.05,2.6,-9.45
D,15.25,0.5,-14.75,20.55,40.3,19.75
D,27.92,26.33,-1.6,20.34,43.75,23.41
H,12.85,0.455,-12.4,15.6,16.33,0.73
A,9.14,11.12,1.98,65.33,22.0,-43.33
A,12.38,11.29,-1.09,18.13,7.67,-10.46
H,9.0,43.25,34.25,26.23,2.8,-23.43
A,24.8,1.99,-22.82,27.0,16.04,-10.96
H,65.48,78.29,12.82,9.14,11.12,1.98
H,20.34,43.75,23.41,15.25,0.5,-14.75
A,20.55,40.3,19.75,96.45,31.56,-64.89
D,65.33,22.0,-43.33,12.85,0.455,-12.4
H,62.3,12.9,-49.41,27.92,26.33,-1.6
H,27.0,16.04,-10.96,7.2,26.8,19.6
A,26.23,2.8,-23.43,91.05,31.2,-59.85
H,15.6,16.33,0.73,24.8,1.99,-22.82
A,18.13,7.67,-10.46,9.0,43.25,34.25
H,12.05,2.6,-9.45,12.38,11.29,-1.09
H,7.2,26.8,19.6,12.05,2.6,-9.45
H,91.05,31.2,-59.85,27.0,16.04,-10.96
A,15.25,0.5,-14.75,65.48,78.29,12.82
A,24.8,1.99,-22.82,26.23,2.8,-23.43
D,27.92,26.33,-1.6,18.13,7.67,-10.46
A,12.85,0.455,-12.4,62.3,12.9,-49.41
H,9.14,11.12,1.98,15.6,16.33,0.73
D,12.38,11.29,-1.09,20.55,40.3,19.75
A,96.45,31.56,-64.89,65.33,22.0,-43.33
H,9.0,43.25,34.25,20.34,43.75,23.41
D,65.48,78.29,12.82,18.13,7.67,-10.46
A,15.6,16.33,0.73,7.2,26.8,19.6
H,96.45,31.56,-64.89,12.05,2.6,-9.45
D,62.3,12.9,-49.41,27.0,16.04,-10.96
H,15.25,0.5,-14.75,26.23,2.8,-23.43
H,24.8,1.99,-22.82,20.55,40.3,19.75
A,27.92,26.33,-1.6,12.38,11.29,-1.09
A,9.14,11.12,1.98,9.0,43.25,34.25
D,65.33,22.0,-43.33,91.05,31.2,-59.85
D,12.85,0.455,-12.4,20.34,43.75,23.41
A,20.34,43.75,23.41,62.3,12.9,-49.41
H,20.55,40.3,19.75,12.85,0.455,-12.4
H,91.05,31.2,-59.85,15.25,0.5,-14.75
A,27.0,16.04,-10.96,96.45,31.56,-64.89
D,26.23,2.8,-23.43,9.14,11.12,1.98
H,9.0,43.25,34.25,15.6,16.33,0.73
A,12.38,11.29,-1.09,65.48,78.29,12.82
A,7.2,26.8,19.6,24.8,1.99,-22.82
H,12.05,2.6,-9.45,27.92,26.33,-1.6
H,18.13,7.67,-10.46,65.33,22.0,-43.33
H,65.48,78.29,12.82,7.2,26.8,19.6
A,15.6,16.33,0.73,20.34,43.75,23.41
H,65.33,22.0,-43.33,26.23,2.8,-23.43
H,62.3,12.9,-49.41,12.05,2.6,-9.45
H,15.25,0.5,-14.75,27.0,16.04,-10.96
H,12.85,0.455,-12.4,18.13,7.67,-10.46
A,9.14,11.12,1.98,12.38,11.29,-1.09
H,24.8,1.99,-22.82,9.0,43.25,34.25
H,27.92,26.33,-1.6,20.55,40.3,19.75
H,96.45,31.56,-64.89,91.05,31.2,-59.85
A,20.55,40.3,19.75,9.14,11.12,1.98
D,7.2,26.8,19.6,15.25,0.5,-14.75
H,18.13,7.67,-10.46,15.6,16.33,0.73
D,27.0,16.04,-10.96,12.85,0.455,-12.4
D,12.38,11.29,-1.09,96.45,31.56,-64.89
A,12.05,2.6,-9.45,24.8,1.99,-22.82
A,20.34,43.75,23.41,65.33,22.0,-43.33
H,91.05,31.2,-59.85,65.48,78.29,12.82
A,26.23,2.8,-23.43,62.3,12.9,-49.41
H,9.0,43.25,34.25,27.92,26.33,-1.6
A,20.55,40.3,19.75,15.6,16.33,0.73
D,12.05,2.6,-9.45,15.25,0.5,-14.75
A,20.34,43.75,23.41,65.48,78.29,12.82
H,7.2,26.8,19.6,12.85,0.455,-12.4
A,18.13,7.67,-10.46,62.3,12.9,-49.41
H,91.05,31.2,-59.85,24.8,1.99,-22.82
A,27.0,16.04,-10.96,9.14,11.12,1.98
A,26.23,2.8,-23.43,27.92,26.33,-1.6
D,12.38,11.29,-1.09,65.33,22.0,-43.33
D,9.0,43.25,34.25,96.45,31.56,-64.89
A,15.6,16.33,0.73,27.0,16.04,-10.96
D,96.45,31.56,-64.89,18.13,7.67,-10.46
D,65.33,22.0,-43.33,20.55,40.3,19.75
H,62.3,12.9,-49.41,12.38,11.29,-1.09
D,24.8,1.99,-22.82,20.34,43.75,23.41
D,27.92,26.33,-1.6,7.2,26.8,19.6
D,9.14,11.12,1.98,91.05,31.2,-59.85
D,65.48,78.29,12.82,12.05,2.6,-9.45
A,15.25,0.5,-14.75,9.0,43.25,34.25
D,12.85,0.455,-12.4,26.23,2.8,-23.43
H,65.33,22.0,-43.33,27.0,16.04,-10.96
H,65.48,78.29,12.82,26.23,2.8,-23.43
D,15.6,16.33,0.73,12.05,2.6,-9.45
A,96.45,31.56,-64.89,20.34,43.75,23.41
A,62.3,12.9,-49.41,20.55,40.3,19.75
D,15.25,0.5,-14.75,18.13,7.67,-10.46
D,24.8,1.99,-22.82,12.38,11.29,-1.09
D,12.85,0.455,-12.4,9.0,43.25,34.25
H,27.92,26.33,-1.6,91.05,31.2,-59.85
A,9.14,11.12,1.98,7.2,26.8,19.6
A,20.34,43.75,23.41,12.85,0.455,-12.4
A,20.55,40.3,19.75,24.8,1.99,-22.82
H,18.13,7.67,-10.46,65.48,78.29,12.82
A,26.23,2.8,-23.43,15.25,0.5,-14.75
A,12.05,2.6,-9.45,96.45,31.56,-64.89
H,91.05,31.2,-59.85,65.33,22.0,-43.33
H,9.0,43.25,34.25,9.14,11.12,1.98
A,12.38,11.29,-1.09,27.92,26.33,-1.6
