Date,HomeTeam,AwayTeam,FTR,HTR,Referee,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
2003-08-30,Chelsea,Blackburn,D,D,M Dean,170.0,0.95,-169.05,22.34,34.85,12.51
2003-08-30,Everton,Liverpool,A,A,M Riley,9.92,0.98,-8.94,15.65,0.0,-15.65
2003-08-30,Middlesbrough,Leeds,A,A,N Barry,10.2,1.13,-9.08,0.1,16.83,16.73
2003-08-30,Newcastle,Birmingham,A,D,M Messias,0.0,5.0,5.0,17.1,1.95,-15.15
2003-08-30,Tottenham,Fulham,A,A,J Winter,29.75,1.75,-28.0,8.48,25.04,16.56
2003-08-30,Wolves,Portsmouth,D,D,A D'Urso,9.88,1.15,-8.73,11.78,0.2,-11.58
2003-08-31,Man City,Arsenal,A,H,G Poll,14.26,6.62,-7.64,27.42,1.05,-26.37
2003-08-31,Southampton,Man United,H,D,M Halsey,8.98,10.88,1.9,56.53,59.3,2.78
2003-09-13,Arsenal,Portsmouth,D,D,A Wiley,27.42,1.05,-26.37,11.78,0.2,-11.58
2003-09-13,Blackburn,Liverpool,A,D,N Barry,22.34,34.85,12.51,15.65,0.0,-15.65
2003-09-13,Bolton,Middlesbrough,H,H,P Dowd,0.75,0.08,-0.68,10.2,1.13,-9.08
2003-09-13,Charlton,Man United,A,D,M Riley,1.5,15.0,13.5,56.53,59.3,2.78
2003-09-13,Chelsea,Tottenham,H,H,G Poll,170.0,0.95,-169.05,29.75,1.75,-28.0
2003-09-13,Everton,Newcastle,D,D,R Styles,9.92,0.98,-8.94,0.0,5.0,5.0
2003-09-13,Southampton,Wolves,H,H,U Rennie,8.98,10.88,1.9,9.88,1.15,-8.73
2003-09-14,Birmingham,Fulham,D,D,S Dunn,17.1,1.95,-15.15,8.48,25.04,16.56
2003-09-14,Man City,Aston Villa,H,A,M Halsey,14.26,6.62,-7.64,8.38,0.29,-8.09
2003-09-15,Leicester,Leeds,H,H,J Winter,1.14,0.0,-1.14,0.1,16.83,16.73
2003-09-20,Aston Villa,Charlton,H,H,C Foy,8.38,0.29,-8.09,1.5,15.0,13.5
2003-09-20,Fulham,Man City,D,D,P Dowd,8.48,25.04,16.56,14.26,6.62,-7.64
2003-09-20,Leeds,Birmingham,A,D,D Gallagher,0.1,16.83,16.73,17.1,1.95,-15.15
2003-09-20,Liverpool,Leicester,H,H,M Halsey,15.65,0.0,-15.65,1.14,0.0,-1.14
2003-09-20,Newcastle,Bolton,D,D,Graham Barber,0.0,5.0,5.0,0.75,0.08,-0.68
2003-09-20,Portsmouth,Blackburn,A,A,P Durkin,11.78,0.2,-11.58,22.34,34.85,12.51
2003-09-20,Tottenham,Southampton,A,A,A D'Urso,29.75,1.75,-28.0,8.98,10.88,1.9
2003-09-20,Wolves,Chelsea,A,A,M Messias,9.88,1.15,-8.73,170.0,0.95,-169.05
2003-09-21,Man United,Arsenal,D,D,S Bennett,56.53,59.3,2.78,27.42,1.05,-26.37
2003-09-21,Middlesbrough,Everton,H,H,A Wiley,10.2,1.13,-9.08,9.92,0.98,-8.94
2003-09-26,Arsenal,Newcastle,H,D,M Riley,27.42,1.05,-26.37,0.0,5.0,5.0
2003-09-27,Birmingham,Portsmouth,H,H,S Bennett,17.1,1.95,-15.15,11.78,0.2,-11.58
2003-09-27,Bolton,Wolves,D,A,M Dean,0.75,0.08,-0.68,9.88,1.15,-8.73
2003-09-27,Chelsea,Aston Villa,H,H,J Winter,170.0,0.95,-169.05,8.38,0.29,-8.09
2003-09-27,Leicester,Man United,A,A,G Poll,1.14,0.0,-1.14,56.53,59.3,2.78
2003-09-27,Southampton,Middlesbrough,A,A,B Knight,8.98,10.88,1.9,10.2,1.13,-9.08
2003-09-28,Blackburn,Fulham,A,A,M Messias,22.34,34.85,12.51,8.48,25.04,16.56
2003-09-28,Charlton,Liverpool,H,H,R Styles,1.5,15.0,13.5,15.65,0.0,-15.65
2003-09-28,Everton,Leeds,H,H,P Durkin,9.92,0.98,-8.94,0.1,16.83,16.73
2003-09-28,Man City,Tottenham,D,D,N Barry,14.26,6.62,-7.64,29.75,1.75,-28.0
2003-10-04,Fulham,Leicester,H,H,C Foy,8.48,25.04,16.56,1.14,0.0,-1.14
2003-10-04,Leeds,Blackburn,H,H,U Rennie,0.1,16.83,16.73,22.34,34.85,12.51
2003-10-04,Liverpool,Arsenal,A,D,G Barber,15.65,0.0,-15.65,27.42,1.05,-26.37
2003-10-04,Man United,Birmingham,H,H,M Dean,56.53,59.3,2.78,17.1,1.95,-15.15
2003-10-04,Newcastle,Southampton,H,H,P Dowd,0.0,5.0,5.0,8.98,10.88,1.9
2003-10-04,Portsmouth,Charlton,A,H,G Poll,11.78,0.2,-11.58,1.5,15.0,13.5
2003-10-04,Tottenham,Everton,H,H,D Gallagher,29.75,1.75,-28.0,9.92,0.98,-8.94
2003-10-04,Wolves,Man City,H,D,J Winter,9.88,1.15,-8.73,14.26,6.62,-7.64
2003-10-05,Aston Villa,Bolton,D,D,R Styles,8.38,0.29,-8.09,0.75,0.08,-0.68
2003-10-05,Middlesbrough,Chelsea,A,A,M Halsey,10.2,1.13,-9.08,170.0,0.95,-169.05
2003-10-14,Birmingham,Chelsea,D,D,N Barry,17.1,1.95,-15.15,170.0,0.95,-169.05
2003-10-18,Arsenal,Chelsea,H,D,P Durkin,27.42,1.05,-26.37,170.0,0.95,-169.05
2003-10-18,Fulham,Wolves,D,D,H Webb,8.48,25.04,16.56,9.88,1.15,-8.73
2003-10-18,Leeds,Man United,A,D,G Poll,0.1,16.83,16.73,56.53,59.3,2.78
2003-10-18,Man City,Bolton,H,D,S Bennett,14.26,6.62,-7.64,0.75,0.08,-0.68
2003-10-18,Middlesbrough,Newcastle,A,A,A Wiley,10.2,1.13,-9.08,0.0,5.0,5.0
2003-10-18,Portsmouth,Liverpool,H,H,S Dunn,11.78,0.2,-11.58,15.65,0.0,-15.65
2003-10-19,Birmingham,Aston Villa,D,D,M Riley,17.1,1.95,-15.15,8.38,0.29,-8.09
2003-10-19,Everton,Southampton,D,D,M Messias,9.92,0.98,-8.94,8.98,10.88,1.9
2003-10-19,Leicester,Tottenham,A,H,A D'Urso,1.14,0.0,-1.14,29.75,1.75,-28.0
2003-10-20,Blackburn,Charlton,A,A,G Barber,22.34,34.85,12.51,1.5,15.0,13.5
2003-10-21,Fulham,Newcastle,A,H,B Knight,8.48,25.04,16.56,0.0,5.0,5.0
2003-10-25,Aston Villa,Everton,D,D,A D'Urso,8.38,0.29,-8.09,9.92,0.98,-8.94
2003-10-25,Bolton,Birmingham,A,A,C Foy,0.75,0.08,-0.68,17.1,1.95,-15.15
2003-10-25,Chelsea,Man City,H,H,P Dowd,170.0,0.95,-169.05,14.26,6.62,-7.64
2003-10-25,Liverpool,Leeds,H,D,J Winter,15.65,0.0,-15.65,0.1,16.83,16.73
2003-10-25,Man United,Fulham,A,D,M Riley,56.53,59.3,2.78,8.48,25.04,16.56
2003-10-25,Newcastle,Portsmouth,H,H,P Durkin,0.0,5.0,5.0,11.78,0.2,-11.58
2003-10-25,Southampton,Blackburn,H,D,S Bennett,8.98,10.88,1.9,22.34,34.85,12.51
2003-10-25,Wolves,Leicester,H,A,P Walton,9.88,1.15,-8.73,1.14,0.0,-1.14
2003-10-26,Charlton,Arsenal,D,D,S Dunn,1.5,15.0,13.5,27.42,1.05,-26.37
2003-10-26,Tottenham,Middlesbrough,D,D,M Dean,29.75,1.75,-28.0,10.2,1.13,-9.08
2003-11-01,Everton,Chelsea,A,D,J Winter,9.92,0.98,-8.94,170.0,0.95,-169.05
2003-11-01,Leeds,Arsenal,A,A,M Dean,0.1,16.83,16.73,27.42,1.05,-26.37
2003-11-01,Man United,Portsmouth,H,H,N Barry,56.53,59.3,2.78,11.78,0.2,-11.58
2003-11-01,Middlesbrough,Wolves,H,D,S Dunn,10.2,1.13,-9.08,9.88,1.15,-8.73
2003-11-01,Newcastle,Aston Villa,D,D,M Messias,0.0,5.0,5.0,8.38,0.29,-8.09
2003-11-01,Southampton,Man City,A,A,A Wiley,8.98,10.88,1.9,14.26,6.62,-7.64
2003-11-01,Tottenham,Bolton,A,D,U Rennie,29.75,1.75,-28.0,0.75,0.08,-0.68
2003-11-02,Fulham,Liverpool,A,D,R Styles,8.48,25.04,16.56,15.65,0.0,-15.65
2003-11-02,Leicester,Blackburn,H,D,D Gallagher,1.14,0.0,-1.14,22.34,34.85,12.51
2003-11-03,Birmingham,Charlton,A,A,P Dowd,17.1,1.95,-15.15,1.5,15.0,13.5
2003-11-08,Arsenal,Tottenham,H,A,M Halsey,27.42,1.05,-26.37,29.75,1.75,-28.0
2003-11-08,Aston Villa,Middlesbrough,A,A,D Gallagher,8.38,0.29,-8.09,10.2,1.13,-9.08
2003-11-08,Bolton,Southampton,D,D,H Webb,0.75,0.08,-0.68,8.98,10.88,1.9
2003-11-08,Charlton,Fulham,H,H,A D'Urso,1.5,15.0,13.5,8.48,25.04,16.56
2003-11-08,Portsmouth,Leeds,H,H,C Foy,11.78,0.2,-11.58,0.1,16.83,16.73
2003-11-08,Wolves,Birmingham,D,D,G Barber,9.88,1.15,-8.73,17.1,1.95,-15.15
2003-11-09,Chelsea,Newcastle,H,H,P Durkin,170.0,0.95,-169.05,0.0,5.0,5.0
2003-11-09,Liverpool,Man United,A,D,G Poll,15.65,0.0,-15.65,56.53,59.3,2.78
2003-11-09,Man City,Leicester,A,A,M Riley,14.26,6.62,-7.64,1.14,0.0,-1.14
2003-11-10,Blackburn,Everton,H,H,P Dowd,22.34,34.85,12.51,9.92,0.98,-8.94
2003-11-22,Birmingham,Arsenal,A,A,P Durkin,17.1,1.95,-15.15,27.42,1.05,-26.37
2003-11-22,Everton,Wolves,H,H,M Riley,9.92,0.98,-8.94,9.88,1.15,-8.73
2003-11-22,Leeds,Bolton,A,A,G Poll,0.1,16.83,16.73,0.75,0.08,-0.68
2003-11-22,Leicester,Charlton,D,H,G Barber,1.14,0.0,-1.14,1.5,15.0,13.5
2003-11-22,Man United,Blackburn,H,H,M Halsey,56.53,59.3,2.78,22.34,34.85,12.51
2003-11-22,Middlesbrough,Liverpool,D,D,P Dowd,10.2,1.13,-9.08,15.65,0.0,-15.65
2003-11-22,Newcastle,Man City,H,D,N Barry,0.0,5.0,5.0,14.26,6.62,-7.64
2003-11-22,Southampton,Chelsea,A,D,D Gallagher,8.98,10.88,1.9,170.0,0.95,-169.05
2003-11-23,Tottenham,Aston Villa,H,D,J Winter,29.75,1.75,-28.0,8.38,0.29,-8.09
2003-11-24,Fulham,Portsmouth,H,H,A Wiley,8.48,25.04,16.56,11.78,0.2,-11.58
2003-11-29,Aston Villa,Southampton,H,H,M Messias,8.38,0.29,-8.09,8.98,10.88,1.9
2003-11-29,Blackburn,Tottenham,H,D,G Poll,22.34,34.85,12.51,29.75,1.75,-28.0
2003-11-29,Bolton,Everton,H,H,P Durkin,0.75,0.08,-0.68,9.92,0.98,-8.94
2003-11-29,Charlton,Leeds,A,A,M Halsey,1.5,15.0,13.5,0.1,16.83,16.73
2003-11-29,Portsmouth,Leicester,A,A,M Dean,11.78,0.2,-11.58,1.14,0.0,-1.14
2003-11-29,Wolves,Newcastle,D,D,S Bennett,9.88,1.15,-8.73,0.0,5.0,5.0
2003-11-30,Arsenal,Fulham,D,D,G Barber,27.42,1.05,-26.37,8.48,25.04,16.56
2003-11-30,Chelsea,Man United,H,H,A Wiley,170.0,0.95,-169.05,56.53,59.3,2.78
2003-11-30,Liverpool,Birmingham,H,D,N Barry,15.65,0.0,-15.65,17.1,1.95,-15.15
2003-11-30,Man City,Middlesbrough,A,A,M Riley,14.26,6.62,-7.64,10.2,1.13,-9.08
2003-12-06,Birmingham,Blackburn,A,D,G Barber,17.1,1.95,-15.15,22.34,34.85,12.51
2003-12-06,Fulham,Bolton,H,D,A D'Urso,8.48,25.04,16.56,0.75,0.08,-0.68
2003-12-06,Leeds,Chelsea,D,H,M Dean,0.1,16.83,16.73,170.0,0.95,-169.05
2003-12-06,Leicester,Arsenal,D,D,R Styles,1.14,0.0,-1.14,27.42,1.05,-26.37
2003-12-06,Man United,Aston Villa,H,H,S Dunn,56.53,59.3,2.78,8.38,0.29,-8.09
2003-12-06,Middlesbrough,Portsmouth,D,D,S Bennett,10.2,1.13,-9.08,11.78,0.2,-11.58
2003-12-06,Newcastle,Liverpool,D,A,G Poll,0.0,5.0,5.0,15.65,0.0,-15.65
2003-12-06,Tottenham,Wolves,H,D,U Rennie,29.75,1.75,-28.0,9.88,1.15,-8.73
2003-12-07,Everton,Man City,D,D,J Winter,9.92,0.98,-8.94,14.26,6.62,-7.64
2003-12-07,Southampton,Charlton,H,H,P Walton,8.98,10.88,1.9,1.5,15.0,13.5
2003-12-13,Chelsea,Bolton,A,D,M Messias,170.0,0.95,-169.05,0.75,0.08,-0.68
2003-12-13,Leicester,Birmingham,A,A,M Riley,1.14,0.0,-1.14,17.1,1.95,-15.15
2003-12-13,Liverpool,Southampton,A,A,P Durkin,15.65,0.0,-15.65,8.98,10.88,1.9
2003-12-13,Man United,Man City,H,H,M Halsey,56.53,59.3,2.78,14.26,6.62,-7.64
2003-12-13,Middlesbrough,Charlton,D,D,H Webb,10.2,1.13,-9.08,1.5,15.0,13.5
2003-12-13,Newcastle,Tottenham,H,H,A Wiley,0.0,5.0,5.0,29.75,1.75,-28.0
2003-12-13,Portsmouth,Everton,A,A,U Rennie,11.78,0.2,-11.58,9.92,0.98,-8.94
2003-12-14,Arsenal,Blackburn,H,H,A D'Urso,27.42,1.05,-26.37,22.34,34.85,12.51
2003-12-14,Aston Villa,Wolves,H,H,G Poll,8.38,0.29,-8.09,9.88,1.15,-8.73
2003-12-14,Leeds,Fulham,H,H,N Barry,0.1,16.83,16.73,8.48,25.04,16.56
2003-12-20,Blackburn,Aston Villa,A,D,D Gallagher,22.34,34.85,12.51,8.38,0.29,-8.09
2003-12-20,Bolton,Arsenal,D,D,G Poll,0.75,0.08,-0.68,27.42,1.05,-26.37
2003-12-20,Charlton,Newcastle,D,D,S Bennett,1.5,15.0,13.5,0.0,5.0,5.0
2003-12-20,Everton,Leicester,H,D,P Dowd,9.92,0.98,-8.94,1.14,0.0,-1.14
2003-12-20,Fulham,Chelsea,A,D,M Riley,8.48,25.04,16.56,170.0,0.95,-169.05
2003-12-21,Southampton,Portsmouth,H,H,J Winter,8.98,10.88,1.9,11.78,0.2,-11.58
2003-12-21,Tottenham,Man United,A,A,R Styles,29.75,1.75,-28.0,56.53,59.3,2.78
2003-12-22,Man City,Leeds,D,A,G Barber,14.26,6.62,-7.64,0.1,16.83,16.73
2003-12-26,Arsenal,Wolves,H,H,P Dowd,27.42,1.05,-26.37,9.88,1.15,-8.73
2003-12-26,Birmingham,Man City,H,A,U Rennie,17.1,1.95,-15.15,14.26,6.62,-7.64
2003-12-26,Blackburn,Middlesbrough,D,D,A Wiley,22.34,34.85,12.51,10.2,1.13,-9.08
2003-12-26,Charlton,Chelsea,H,H,G Poll,1.5,15.0,13.5,170.0,0.95,-169.05
2003-12-26,Fulham,Southampton,H,H,D Gallagher,8.48,25.04,16.56,8.98,10.88,1.9
2003-12-26,Leeds,Aston Villa,D,D,S Bennett,0.1,16.83,16.73,8.38,0.29,-8.09
2003-12-26,Leicester,Newcastle,D,D,C Foy,1.14,0.0,-1.14,0.0,5.0,5.0
2003-12-26,Liverpool,Bolton,H,H,J Winter,15.65,0.0,-15.65,0.75,0.08,-0.68
2003-12-26,Man United,Everton,H,H,M Dean,56.53,59.3,2.78,9.92,0.98,-8.94
2003-12-26,Portsmouth,Tottenham,H,D,S Dunn,11.78,0.2,-11.58,29.75,1.75,-28.0
2003-12-28,Aston Villa,Fulham,H,H,B Knight,8.38,0.29,-8.09,8.48,25.04,16.56
2003-12-28,Bolton,Leicester,D,D,N Barry,0.75,0.08,-0.68,1.14,0.0,-1.14
2003-12-28,Chelsea,Portsmouth,H,D,G Barber,170.0,0.95,-169.05,11.78,0.2,-11.58
2003-12-28,Everton,Birmingham,H,D,R Styles,9.92,0.98,-8.94,17.1,1.95,-15.15
2003-12-28,Man City,Liverpool,D,H,M Riley,14.26,6.62,-7.64,15.65,0.0,-15.65
2003-12-28,Middlesbrough,Man United,A,A,M Messias,10.2,1.13,-9.08,56.53,59.3,2.78
2003-12-28,Newcastle,Blackburn,A,D,M Halsey,0.0,5.0,5.0,22.34,34.85,12.51
2003-12-28,Tottenham,Charlton,A,D,P Durkin,29.75,1.75,-28.0,1.5,15.0,13.5
2003-12-28,Wolves,Leeds,H,D,A D'Urso,9.88,1.15,-8.73,0.1,16.83,16.73
2003-12-29,Southampton,Arsenal,A,A,S Dunn,8.98,10.88,1.9,27.42,1.05,-26.37
2004-01-06,Aston Villa,Portsmouth,H,H,J Winter,8.38,0.29,-8.09,11.78,0.2,-11.58
2004-01-07,Bolton,Man United,A,A,D Gallagher,0.75,0.08,-0.68,56.53,59.3,2.78
2004-01-07,Chelsea,Liverpool,A,A,S Dunn,170.0,0.95,-169.05,15.65,0.0,-15.65
2004-01-07,Everton,Arsenal,D,A,A Wiley,9.92,0.98,-8.94,27.42,1.05,-26.37
2004-01-07,Man City,Charlton,D,H,P Walton,14.26,6.62,-7.64,1.5,15.0,13.5
2004-01-07,Middlesbrough,Fulham,H,H,P Durkin,10.2,1.13,-9.08,8.48,25.04,16.56
2004-01-07,Newcastle,Leeds,H,H,P Dowd,0.0,5.0,5.0,0.1,16.83,16.73
2004-01-07,Southampton,Leicester,D,D,H Webb,8.98,10.88,1.9,1.14,0.0,-1.14
2004-01-07,Tottenham,Birmingham,H,H,B Knight,29.75,1.75,-28.0,17.1,1.95,-15.15
2004-01-07,Wolves,Blackburn,D,A,N Barry,9.88,1.15,-8.73,22.34,34.85,12.51
2004-01-10,Arsenal,Middlesbrough,H,H,A D'Urso,27.42,1.05,-26.37,10.2,1.13,-9.08
2004-01-10,Birmingham,Southampton,H,D,S Bennett,17.1,1.95,-15.15,8.98,10.88,1.9
2004-01-10,Blackburn,Bolton,A,H,S Dunn,22.34,34.85,12.51,0.75,0.08,-0.68
2004-01-10,Charlton,Wolves,H,H,R Styles,1.5,15.0,13.5,9.88,1.15,-8.73
2004-01-10,Fulham,Everton,H,H,G Poll,8.48,25.04,16.56,9.92,0.98,-8.94
2004-01-10,Leeds,Tottenham,A,D,M Halsey,0.1,16.83,16.73,29.75,1.75,-28.0
2004-01-10,Liverpool,Aston Villa,H,H,G Barber,15.65,0.0,-15.65,8.38,0.29,-8.09
2004-01-10,Portsmouth,Man City,H,A,M Messias,11.78,0.2,-11.58,14.26,6.62,-7.64
2004-01-11,Leicester,Chelsea,A,A,U Rennie,1.14,0.0,-1.14,170.0,0.95,-169.05
2004-01-11,Man United,Newcastle,D,D,P Durkin,56.53,59.3,2.78,0.0,5.0,5.0
2004-01-17,Bolton,Portsmouth,H,D,P Dowd,0.75,0.08,-0.68,11.78,0.2,-11.58
2004-01-17,Everton,Charlton,A,A,M Riley,9.92,0.98,-8.94,1.5,15.0,13.5
2004-01-17,Man City,Blackburn,D,D,M Dean,14.26,6.62,-7.64,22.34,34.85,12.51
2004-01-17,Middlesbrough,Leicester,D,H,B Knight,10.2,1.13,-9.08,1.14,0.0,-1.14
2004-01-17,Southampton,Leeds,H,H,A Wiley,8.98,10.88,1.9,0.1,16.83,16.73
2004-01-17,Tottenham,Liverpool,H,H,U Rennie,29.75,1.75,-28.0,15.65,0.0,-15.65
2004-01-17,Wolves,Man United,H,D,A D'Urso,9.88,1.15,-8.73,56.53,59.3,2.78
2004-01-18,Aston Villa,Arsenal,A,A,M Halsey,8.38,0.29,-8.09,27.42,1.05,-26.37
2004-01-18,Chelsea,Birmingham,D,D,J Winter,170.0,0.95,-169.05,17.1,1.95,-15.15
2004-01-19,Newcastle,Fulham,H,H,N Barry,0.0,5.0,5.0,8.48,25.04,16.56
2004-01-21,Wolves,Liverpool,D,A,B Knight,9.88,1.15,-8.73,15.65,0.0,-15.65
2004-01-31,Birmingham,Newcastle,D,A,R Styles,17.1,1.95,-15.15,0.0,5.0,5.0
2004-01-31,Charlton,Bolton,A,D,A D'Urso,1.5,15.0,13.5,0.75,0.08,-0.68
2004-01-31,Fulham,Tottenham,H,D,M Messias,8.48,25.04,16.56,29.75,1.75,-28.0
2004-01-31,Leeds,Middlesbrough,A,D,G Poll,0.1,16.83,16.73,10.2,1.13,-9.08
2004-01-31,Leicester,Aston Villa,A,D,J Winter,1.14,0.0,-1.14,8.38,0.29,-8.09
2004-01-31,Liverpool,Everton,D,D,S Bennett,15.65,0.0,-15.65,9.92,0.98,-8.94
2004-01-31,Man United,Southampton,H,H,G Barber,56.53,59.3,2.78,8.98,10.88,1.9
2004-01-31,Portsmouth,Wolves,D,D,H Webb,11.78,0.2,-11.58,9.88,1.15,-8.73
2004-02-01,Arsenal,Man City,H,H,A Wiley,27.42,1.05,-26.37,14.26,6.62,-7.64
2004-02-01,Blackburn,Chelsea,A,A,D Gallagher,22.34,34.85,12.51,170.0,0.95,-169.05
2004-02-07,Aston Villa,Leeds,H,H,U Rennie,8.38,0.29,-8.09,0.1,16.83,16.73
2004-02-07,Bolton,Liverpool,D,H,A Wiley,0.75,0.08,-0.68,15.65,0.0,-15.65
2004-02-07,Everton,Man United,A,A,N Barry,9.92,0.98,-8.94,56.53,59.3,2.78
2004-02-07,Middlesbrough,Blackburn,A,A,R Styles,10.2,1.13,-9.08,22.34,34.85,12.51
2004-02-07,Newcastle,Leicester,H,H,S Dunn,0.0,5.0,5.0,1.14,0.0,-1.14
2004-02-07,Southampton,Fulham,D,D,A D'Urso,8.98,10.88,1.9,8.48,25.04,16.56
2004-02-07,Tottenham,Portsmouth,H,H,P Walton,29.75,1.75,-28.0,11.78,0.2,-11.58
2004-02-07,Wolves,Arsenal,A,D,P Dowd,9.88,1.15,-8.73,27.42,1.05,-26.37
2004-02-08,Chelsea,Charlton,H,H,S Bennett,170.0,0.95,-169.05,1.5,15.0,13.5
2004-02-08,Man City,Birmingham,D,D,P Durkin,14.26,6.62,-7.64,17.1,1.95,-15.15
2004-02-10,Arsenal,Southampton,H,H,N Barry,27.42,1.05,-26.37,8.98,10.88,1.9
2004-02-10,Leeds,Wolves,H,H,M Dean,0.1,16.83,16.73,9.88,1.15,-8.73
2004-02-10,Leicester,Bolton,D,D,U Rennie,1.14,0.0,-1.14,0.75,0.08,-0.68
2004-02-11,Birmingham,Everton,H,H,M Halsey,17.1,1.95,-15.15,9.92,0.98,-8.94
2004-02-11,Blackburn,Newcastle,D,D,M Messias,22.34,34.85,12.51,0.0,5.0,5.0
2004-02-11,Charlton,Tottenham,A,A,G Barber,1.5,15.0,13.5,29.75,1.75,-28.0
2004-02-11,Fulham,Aston Villa,A,A,B Knight,8.48,25.04,16.56,8.38,0.29,-8.09
2004-02-11,Liverpool,Man City,H,H,M Riley,15.65,0.0,-15.65,14.26,6.62,-7.64
2004-02-11,Man United,Middlesbrough,A,A,P Durkin,56.53,59.3,2.78,10.2,1.13,-9.08
2004-02-11,Portsmouth,Chelsea,A,A,G Poll,11.78,0.2,-11.58,170.0,0.95,-169.05
2004-02-21,Bolton,Man City,A,A,S Dunn,0.75,0.08,-0.68,14.26,6.62,-7.64
2004-02-21,Charlton,Blackburn,H,H,U Rennie,1.5,15.0,13.5,22.34,34.85,12.51
2004-02-21,Chelsea,Arsenal,A,A,M Riley,170.0,0.95,-169.05,27.42,1.05,-26.37
2004-02-21,Man United,Leeds,D,D,M Halsey,56.53,59.3,2.78,0.1,16.83,16.73
2004-02-21,Newcastle,Middlesbrough,H,A,G Poll,0.0,5.0,5.0,10.2,1.13,-9.08
2004-02-21,Southampton,Everton,D,A,P Dowd,8.98,10.88,1.9,9.92,0.98,-8.94
2004-02-21,Wolves,Fulham,H,H,H Webb,9.88,1.15,-8.73,8.48,25.04,16.56
2004-02-22,Aston Villa,Birmingham,D,H,J Winter,8.38,0.29,-8.09,17.1,1.95,-15.15
2004-02-22,Tottenham,Leicester,D,H,N Barry,29.75,1.75,-28.0,1.14,0.0,-1.14
2004-02-28,Arsenal,Charlton,H,H,G Barber,27.42,1.05,-26.37,1.5,15.0,13.5
2004-02-28,Blackburn,Southampton,D,A,M Dean,22.34,34.85,12.51,8.98,10.88,1.9
2004-02-28,Everton,Aston Villa,H,D,M Messias,9.92,0.98,-8.94,8.38,0.29,-8.09
2004-02-28,Fulham,Man United,D,A,A Wiley,8.48,25.04,16.56,56.53,59.3,2.78
2004-02-28,Leicester,Wolves,D,D,J Winter,1.14,0.0,-1.14,9.88,1.15,-8.73
2004-02-28,Man City,Chelsea,A,D,R Styles,14.26,6.62,-7.64,170.0,0.95,-169.05
2004-02-29,Leeds,Liverpool,D,D,P Durkin,0.1,16.83,16.73,15.65,0.0,-15.65
2004-02-29,Portsmouth,Newcastle,D,A,A D'Urso,11.78,0.2,-11.58,0.0,5.0,5.0
2004-03-03,Birmingham,Middlesbrough,H,H,R Styles,17.1,1.95,-15.15,10.2,1.13,-9.08
2004-03-06,Birmingham,Bolton,H,H,A D'Urso,17.1,1.95,-15.15,0.75,0.08,-0.68
2004-03-09,Middlesbrough,Tottenham,H,D,A D'Urso,10.2,1.13,-9.08,29.75,1.75,-28.0
2004-03-13,Birmingham,Leicester,A,D,M Messias,17.1,1.95,-15.15,1.14,0.0,-1.14
2004-03-13,Blackburn,Arsenal,A,D,A Wiley,22.34,34.85,12.51,27.42,1.05,-26.37
2004-03-13,Bolton,Chelsea,A,D,G Poll,0.75,0.08,-0.68,170.0,0.95,-169.05
2004-03-13,Charlton,Middlesbrough,H,H,M Dean,1.5,15.0,13.5,10.2,1.13,-9.08
2004-03-13,Everton,Portsmouth,H,D,N Barry,9.92,0.98,-8.94,11.78,0.2,-11.58
2004-03-13,Fulham,Leeds,H,D,S Dunn,8.48,25.04,16.56,0.1,16.83,16.73
2004-03-14,Man City,Man United,H,H,S Bennett,14.26,6.62,-7.64,56.53,59.3,2.78
2004-03-14,Southampton,Liverpool,H,D,D Gallagher,8.98,10.88,1.9,15.65,0.0,-15.65
2004-03-14,Tottenham,Newcastle,H,D,H Webb,29.75,1.75,-28.0,0.0,5.0,5.0
2004-03-14,Wolves,Aston Villa,A,A,P Durkin,9.88,1.15,-8.73,8.38,0.29,-8.09
2004-03-17,Liverpool,Portsmouth,H,H,B Knight,15.65,0.0,-15.65,11.78,0.2,-11.58
2004-03-20,Arsenal,Bolton,H,H,G Barber,27.42,1.05,-26.37,0.75,0.08,-0.68
2004-03-20,Aston Villa,Blackburn,A,A,A D'Urso,8.38,0.29,-8.09,22.34,34.85,12.51
2004-03-20,Chelsea,Fulham,H,H,N Barry,170.0,0.95,-169.05,8.48,25.04,16.56
2004-03-20,Leicester,Everton,D,D,B Knight,1.14,0.0,-1.14,9.92,0.98,-8.94
2004-03-20,Liverpool,Wolves,H,D,R Styles,15.65,0.0,-15.65,9.88,1.15,-8.73
2004-03-20,Man United,Tottenham,H,H,D Gallagher,56.53,59.3,2.78,29.75,1.75,-28.0
2004-03-20,Middlesbrough,Birmingham,H,H,U Rennie,10.2,1.13,-9.08,17.1,1.95,-15.15
2004-03-20,Newcastle,Charlton,H,H,M Riley,0.0,5.0,5.0,1.5,15.0,13.5
2004-03-21,Portsmouth,Southampton,H,D,M Halsey,11.78,0.2,-11.58,8.98,10.88,1.9
2004-03-22,Leeds,Man City,H,D,A Wiley,0.1,16.83,16.73,14.26,6.62,-7.64
2004-03-27,Birmingham,Leeds,H,D,M Halsey,17.1,1.95,-15.15,0.1,16.83,16.73
2004-03-27,Blackburn,Portsmouth,A,D,P Durkin,22.34,34.85,12.51,11.78,0.2,-11.58
