Date,HomeTeam,AwayTeam,FTR,HTR,Referee,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
2010-11-06,Sunderland,Stoke,H,H,M Atkinson,29.1,41.78,12.68,21.1,6.78,-14.33
2010-11-07,Arsenal,Newcastle,A,A,M Dean,23.0,8.1,-14.9,13.98,41.75,27.77
2010-11-07,Liverpool,Chelsea,H,H,H Webb,97.73,101.5,3.78,121.5,16.5,-105.0
2010-11-07,West Brom,Man City,A,A,L Probert,13.83,0.85,-12.98,183.61,40.15,-143.46
2010-11-09,Stoke,Birmingham,H,H,M Clattenburg,21.1,6.78,-14.33,25.6,0.175,-25.43
2010-11-09,Tottenham,Sunderland,D,D,H Webb,26.6,2.94,-23.67,29.1,41.78,12.68
2010-11-10,Aston Villa,Blackpool,H,D,A Taylor,37.4,28.4,-9.0,5.73,0.7,-5.03
2010-11-10,Chelsea,Fulham,H,H,M Atkinson,121.5,16.5,-105.0,11.05,12.81,1.76
2010-11-10,Everton,Bolton,D,D,P Dowd,1.7,6.6,4.9,5.4,1.4,-4.0
2010-11-10,Man City,Man United,D,D,C Foy,183.61,40.15,-143.46,29.3,16.97,-12.34
2010-11-10,Newcastle,Blackburn,A,A,M Jones,13.98,41.75,27.77,5.05,0.275,-4.78
2010-11-10,West Ham,West Brom,D,D,M Dean,18.03,4.95,-13.08,13.83,0.85,-12.98
2010-11-10,Wigan,Liverpool,D,A,P Walton,11.4,3.4,-8.0,97.73,101.5,3.78
2010-11-10,Wolves,Arsenal,A,A,M Halsey,20.22,6.44,-13.78,23.0,8.1,-14.9
2010-11-13,Aston Villa,Man United,D,D,M Dean,37.4,28.4,-9.0,29.3,16.97,-12.34
2010-11-13,Man City,Birmingham,D,D,M Jones,183.61,40.15,-143.46,25.6,0.175,-25.43
2010-11-13,Newcastle,Fulham,D,D,L Probert,13.98,41.75,27.77,11.05,12.81,1.76
2010-11-13,Stoke,Liverpool,H,D,M Halsey,21.1,6.78,-14.33,97.73,101.5,3.78
2010-11-13,Tottenham,Blackburn,H,H,A Marriner,26.6,2.94,-23.67,5.05,0.275,-4.78
2010-11-13,West Ham,Blackpool,D,D,K Friend,18.03,4.95,-13.08,5.73,0.7,-5.03
2010-11-13,Wigan,West Brom,H,D,A Taylor,11.4,3.4,-8.0,13.83,0.85,-12.98
2010-11-13,Wolves,Bolton,A,A,P Walton,20.22,6.44,-13.78,5.4,1.4,-4.0
2010-11-14,Chelsea,Sunderland,A,A,C Foy,121.5,16.5,-105.0,29.1,41.78,12.68
2010-11-14,Everton,Arsenal,A,A,H Webb,1.7,6.6,4.9,23.0,8.1,-14.9
2010-11-20,Arsenal,Tottenham,A,H,P Dowd,23.0,8.1,-14.9,26.6,2.94,-23.67
2010-11-20,Birmingham,Chelsea,H,H,M Halsey,25.6,0.175,-25.43,121.5,16.5,-105.0
2010-11-20,Blackpool,Wolves,H,H,M Clattenburg,5.73,0.7,-5.03,20.22,6.44,-13.78
2010-11-20,Bolton,Newcastle,H,H,H Webb,5.4,1.4,-4.0,13.98,41.75,27.77
2010-11-20,Liverpool,West Ham,H,H,L Probert,97.73,101.5,3.78,18.03,4.95,-13.08
2010-11-20,Man United,Wigan,H,H,M Atkinson,29.3,16.97,-12.34,11.4,3.4,-8.0
2010-11-20,West Brom,Stoke,A,D,C Foy,13.83,0.85,-12.98,21.1,6.78,-14.33
2010-11-21,Blackburn,Aston Villa,H,H,M Oliver,5.05,0.275,-4.78,37.4,28.4,-9.0
2010-11-21,Fulham,Man City,A,A,L Mason,11.05,12.81,1.76,183.61,40.15,-143.46
2010-11-22,Sunderland,Everton,D,D,P Walton,29.1,41.78,12.68,1.7,6.6,4.9
2010-11-27,Aston Villa,Arsenal,A,A,M Clattenburg,37.4,28.4,-9.0,23.0,8.1,-14.9
2010-11-27,Bolton,Blackpool,D,A,M Dean,5.4,1.4,-4.0,5.73,0.7,-5.03
2010-11-27,Everton,West Brom,A,A,L Mason,1.7,6.6,4.9,13.83,0.85,-12.98
2010-11-27,Fulham,Birmingham,D,A,H Webb,11.05,12.81,1.76,25.6,0.175,-25.43
2010-11-27,Man United,Blackburn,H,H,L Probert,29.3,16.97,-12.34,5.05,0.275,-4.78
2010-11-27,Stoke,Man City,D,D,P Walton,21.1,6.78,-14.33,183.61,40.15,-143.46
2010-11-27,West Ham,Wigan,H,H,M Halsey,18.03,4.95,-13.08,11.4,3.4,-8.0
2010-11-27,Wolves,Sunderland,H,D,M Jones,20.22,6.44,-13.78,29.1,41.78,12.68
2010-11-28,Newcastle,Chelsea,D,D,A Marriner,13.98,41.75,27.77,121.5,16.5,-105.0
2010-11-28,Tottenham,Liverpool,H,A,M Atkinson,26.6,2.94,-23.67,97.73,101.5,3.78
2010-12-04,Arsenal,Fulham,H,D,C Foy,23.0,8.1,-14.9,11.05,12.81,1.76
2010-12-04,Birmingham,Tottenham,D,A,K Friend,25.6,0.175,-25.43,26.6,2.94,-23.67
2010-12-04,Blackburn,Wolves,H,H,H Webb,5.05,0.275,-4.78,20.22,6.44,-13.78
2010-12-04,Chelsea,Everton,D,H,L Probert,121.5,16.5,-105.0,1.7,6.6,4.9
2010-12-04,Man City,Bolton,H,H,A Marriner,183.61,40.15,-143.46,5.4,1.4,-4.0
2010-12-04,Wigan,Stoke,D,D,M Jones,11.4,3.4,-8.0,21.1,6.78,-14.33
2010-12-05,Sunderland,West Ham,H,H,M Atkinson,29.1,41.78,12.68,18.03,4.95,-13.08
2010-12-05,West Brom,Newcastle,H,H,M Dean,13.83,0.85,-12.98,13.98,41.75,27.77
2010-12-06,Liverpool,Aston Villa,H,H,P Dowd,97.73,101.5,3.78,37.4,28.4,-9.0
2010-12-11,Aston Villa,West Brom,H,H,M Halsey,37.4,28.4,-9.0,13.83,0.85,-12.98
2010-12-11,Everton,Wigan,D,D,M Oliver,1.7,6.6,4.9,11.4,3.4,-8.0
2010-12-11,Fulham,Sunderland,D,D,N Swarbrick,11.05,12.81,1.76,29.1,41.78,12.68
2010-12-11,Newcastle,Liverpool,H,H,L Mason,13.98,41.75,27.77,97.73,101.5,3.78
2010-12-11,Stoke,Blackpool,A,D,A Taylor,21.1,6.78,-14.33,5.73,0.7,-5.03
2010-12-11,West Ham,Man City,A,A,P Dowd,18.03,4.95,-13.08,183.61,40.15,-143.46
2010-12-12,Bolton,Blackburn,H,D,M Clattenburg,5.4,1.4,-4.0,5.05,0.275,-4.78
2010-12-12,Tottenham,Chelsea,D,H,M Dean,26.6,2.94,-23.67,121.5,16.5,-105.0
2010-12-12,Wolves,Birmingham,H,H,M Atkinson,20.22,6.44,-13.78,25.6,0.175,-25.43
2010-12-13,Man United,Arsenal,H,H,H Webb,29.3,16.97,-12.34,23.0,8.1,-14.9
2010-12-18,Blackburn,West Ham,D,D,M Dean,5.05,0.275,-4.78,18.03,4.95,-13.08
2010-12-18,Sunderland,Bolton,H,H,C Foy,29.1,41.78,12.68,5.4,1.4,-4.0
2010-12-20,Man City,Everton,A,A,P Walton,183.61,40.15,-143.46,1.7,6.6,4.9
2010-12-26,Aston Villa,Tottenham,A,A,M Atkinson,37.4,28.4,-9.0,26.6,2.94,-23.67
2010-12-26,Blackburn,Stoke,A,D,M Jones,5.05,0.275,-4.78,21.1,6.78,-14.33
2010-12-26,Bolton,West Brom,H,H,H Webb,5.4,1.4,-4.0,13.83,0.85,-12.98
2010-12-26,Fulham,West Ham,A,A,M Halsey,11.05,12.81,1.76,18.03,4.95,-13.08
2010-12-26,Man United,Sunderland,H,H,P Dowd,29.3,16.97,-12.34,29.1,41.78,12.68
2010-12-26,Newcastle,Man City,A,A,C Foy,13.98,41.75,27.77,183.61,40.15,-143.46
2010-12-26,Wolves,Wigan,A,A,M Dean,20.22,6.44,-13.78,11.4,3.4,-8.0
2010-12-27,Arsenal,Chelsea,H,H,M Clattenburg,23.0,8.1,-14.9,121.5,16.5,-105.0
2010-12-28,Birmingham,Man United,D,D,L Mason,25.6,0.175,-25.43,29.3,16.97,-12.34
2010-12-28,Man City,Aston Villa,H,H,M Oliver,183.61,40.15,-143.46,37.4,28.4,-9.0
2010-12-28,Stoke,Fulham,A,A,K Friend,21.1,6.78,-14.33,11.05,12.81,1.76
2010-12-28,Sunderland,Blackpool,A,D,A Marriner,29.1,41.78,12.68,5.73,0.7,-5.03
2010-12-28,Tottenham,Newcastle,H,D,A Taylor,26.6,2.94,-23.67,13.98,41.75,27.77
2010-12-28,West Brom,Blackburn,A,D,P Dowd,13.83,0.85,-12.98,5.05,0.275,-4.78
2010-12-28,West Ham,Everton,D,D,H Webb,18.03,4.95,-13.08,1.7,6.6,4.9
2010-12-29,Chelsea,Bolton,H,D,M Jones,121.5,16.5,-105.0,5.4,1.4,-4.0
2010-12-29,Liverpool,Wolves,A,D,P Walton,97.73,101.5,3.78,20.22,6.44,-13.78
2010-12-29,Wigan,Arsenal,D,A,L Probert,11.4,3.4,-8.0,23.0,8.1,-14.9
2011-01-01,Birmingham,Arsenal,A,A,P Walton,25.6,0.175,-25.43,23.0,8.1,-14.9
2011-01-01,Liverpool,Bolton,H,A,K Friend,97.73,101.5,3.78,5.4,1.4,-4.0
2011-01-01,Man City,Blackpool,H,H,M Clattenburg,183.61,40.15,-143.46,5.73,0.7,-5.03
2011-01-01,Stoke,Everton,H,H,A Marriner,21.1,6.78,-14.33,1.7,6.6,4.9
2011-01-01,Sunderland,Blackburn,H,H,M Dean,29.1,41.78,12.68,5.05,0.275,-4.78
2011-01-01,Tottenham,Fulham,H,H,M Jones,26.6,2.94,-23.67,11.05,12.81,1.76
2011-01-01,West Brom,Man United,A,D,C Foy,13.83,0.85,-12.98,29.3,16.97,-12.34
2011-01-01,West Ham,Wolves,H,D,L Probert,18.03,4.95,-13.08,20.22,6.44,-13.78
2011-01-02,Chelsea,Aston Villa,D,D,L Mason,121.5,16.5,-105.0,37.4,28.4,-9.0
2011-01-02,Wigan,Newcastle,A,A,H Webb,11.4,3.4,-8.0,13.98,41.75,27.77
2011-01-04,Blackpool,Birmingham,A,A,J Moss,5.73,0.7,-5.03,25.6,0.175,-25.43
2011-01-04,Fulham,West Brom,H,H,M Atkinson,11.05,12.81,1.76,13.83,0.85,-12.98
2011-01-04,Man United,Stoke,H,H,M Clattenburg,29.3,16.97,-12.34,21.1,6.78,-14.33
2011-01-05,Arsenal,Man City,D,D,M Jones,23.0,8.1,-14.9,183.61,40.15,-143.46
2011-01-05,Aston Villa,Sunderland,A,D,P Walton,37.4,28.4,-9.0,29.1,41.78,12.68
2011-01-05,Blackburn,Liverpool,H,H,A Marriner,5.05,0.275,-4.78,97.73,101.5,3.78
2011-01-05,Bolton,Wigan,D,D,P Dowd,5.4,1.4,-4.0,11.4,3.4,-8.0
2011-01-05,Everton,Tottenham,H,D,L Probert,1.7,6.6,4.9,26.6,2.94,-23.67
2011-01-05,Newcastle,West Ham,H,H,M Dean,13.98,41.75,27.77,18.03,4.95,-13.08
2011-01-05,Wolves,Chelsea,H,H,M Halsey,20.22,6.44,-13.78,121.5,16.5,-105.0
2011-01-12,Blackpool,Liverpool,H,D,M Oliver,5.73,0.7,-5.03,97.73,101.5,3.78
2011-01-15,Chelsea,Blackburn,H,D,M Atkinson,121.5,16.5,-105.0,5.05,0.275,-4.78
2011-01-15,Man City,Wolves,H,D,L Mason,183.61,40.15,-143.46,20.22,6.44,-13.78
2011-01-15,Stoke,Bolton,H,H,M Oliver,21.1,6.78,-14.33,5.4,1.4,-4.0
2011-01-15,West Brom,Blackpool,H,D,S Attwell,13.83,0.85,-12.98,5.73,0.7,-5.03
2011-01-15,West Ham,Arsenal,A,A,A Marriner,18.03,4.95,-13.08,23.0,8.1,-14.9
2011-01-15,Wigan,Fulham,D,D,A Taylor,11.4,3.4,-8.0,11.05,12.81,1.76
2011-01-16,Birmingham,Aston Villa,D,D,M Clattenburg,25.6,0.175,-25.43,37.4,28.4,-9.0
2011-01-16,Liverpool,Everton,D,H,P Dowd,97.73,101.5,3.78,1.7,6.6,4.9
2011-01-16,Sunderland,Newcastle,D,D,H Webb,29.1,41.78,12.68,13.98,41.75,27.77
2011-01-16,Tottenham,Man United,D,D,M Dean,26.6,2.94,-23.67,29.3,16.97,-12.34
2011-01-22,Arsenal,Wigan,H,H,K Friend,23.0,8.1,-14.9,11.4,3.4,-8.0
2011-01-22,Aston Villa,Man City,H,H,H Webb,37.4,28.4,-9.0,183.61,40.15,-143.46
2011-01-22,Blackpool,Sunderland,A,A,L Mason,5.73,0.7,-5.03,29.1,41.78,12.68
2011-01-22,Everton,West Ham,D,A,P Walton,1.7,6.6,4.9,18.03,4.95,-13.08
2011-01-22,Fulham,Stoke,H,H,S Attwell,11.05,12.81,1.76,21.1,6.78,-14.33
2011-01-22,Man United,Birmingham,H,H,M Jones,29.3,16.97,-12.34,25.6,0.175,-25.43
2011-01-22,Newcastle,Tottenham,D,D,M Halsey,13.98,41.75,27.77,26.6,2.94,-23.67
2011-01-22,Wolves,Liverpool,A,A,M Atkinson,20.22,6.44,-13.78,97.73,101.5,3.78
2011-01-23,Blackburn,West Brom,H,H,M Clattenburg,5.05,0.275,-4.78,13.83,0.85,-12.98
2011-01-24,Bolton,Chelsea,A,A,C Foy,5.4,1.4,-4.0,121.5,16.5,-105.0
2011-01-25,Blackpool,Man United,A,H,P Walton,5.73,0.7,-5.03,29.3,16.97,-12.34
2011-01-25,Wigan,Aston Villa,A,D,J Moss,11.4,3.4,-8.0,37.4,28.4,-9.0
2011-01-26,Liverpool,Fulham,H,D,L Probert,97.73,101.5,3.78,11.05,12.81,1.76
2011-02-01,Arsenal,Everton,H,A,L Mason,23.0,8.1,-14.9,1.7,6.6,4.9
2011-02-01,Man United,Aston Villa,H,H,C Foy,29.3,16.97,-12.34,37.4,28.4,-9.0
2011-02-01,Sunderland,Chelsea,A,D,M Halsey,29.1,41.78,12.68,121.5,16.5,-105.0
2011-02-01,West Brom,Wigan,D,A,P Dowd,13.83,0.85,-12.98,11.4,3.4,-8.0
2011-02-02,Birmingham,Man City,D,A,K Friend,25.6,0.175,-25.43,183.61,40.15,-143.46
2011-02-02,Blackburn,Tottenham,A,A,A Marriner,5.05,0.275,-4.78,26.6,2.94,-23.67
2011-02-02,Blackpool,West Ham,A,A,S Attwell,5.73,0.7,-5.03,18.03,4.95,-13.08
2011-02-02,Bolton,Wolves,H,D,P Walton,5.4,1.4,-4.0,20.22,6.44,-13.78
2011-02-02,Fulham,Newcastle,H,D,M Jones,11.05,12.81,1.76,13.98,41.75,27.77
2011-02-02,Liverpool,Stoke,H,D,A Taylor,97.73,101.5,3.78,21.1,6.78,-14.33
2011-02-05,Aston Villa,Fulham,D,H,L Mason,37.4,28.4,-9.0,11.05,12.81,1.76
2011-02-05,Everton,Blackpool,H,D,K Friend,1.7,6.6,4.9,5.73,0.7,-5.03
2011-02-05,Man City,West Brom,H,H,M Atkinson,183.61,40.15,-143.46,13.83,0.85,-12.98
2011-02-05,Newcastle,Arsenal,D,A,P Dowd,13.98,41.75,27.77,23.0,8.1,-14.9
2011-02-05,Stoke,Sunderland,H,D,L Probert,21.1,6.78,-14.33,29.1,41.78,12.68
2011-02-05,Tottenham,Bolton,H,H,M Clattenburg,26.6,2.94,-23.67,5.4,1.4,-4.0
2011-02-05,Wigan,Blackburn,H,D,M Dean,11.4,3.4,-8.0,5.05,0.275,-4.78
2011-02-05,Wolves,Man United,H,H,M Oliver,20.22,6.44,-13.78,29.3,16.97,-12.34
2011-02-06,Chelsea,Liverpool,A,D,A Marriner,121.5,16.5,-105.0,97.73,101.5,3.78
2011-02-06,West Ham,Birmingham,A,D,C Foy,18.03,4.95,-13.08,25.6,0.175,-25.43
2011-02-12,Arsenal,Wolves,H,H,C Foy,23.0,8.1,-14.9,20.22,6.44,-13.78
2011-02-12,Birmingham,Stoke,H,D,M Halsey,25.6,0.175,-25.43,21.1,6.78,-14.33
2011-02-12,Blackburn,Newcastle,D,D,S Attwell,5.05,0.275,-4.78,13.98,41.75,27.77
2011-02-12,Blackpool,Aston Villa,D,D,H Webb,5.73,0.7,-5.03,37.4,28.4,-9.0
2011-02-12,Liverpool,Wigan,D,H,K Friend,97.73,101.5,3.78,11.4,3.4,-8.0
2011-02-12,Man United,Man City,H,H,A Marriner,29.3,16.97,-12.34,183.61,40.15,-143.46
2011-02-12,Sunderland,Tottenham,A,D,M Jones,29.1,41.78,12.68,26.6,2.94,-23.67
2011-02-12,West Brom,West Ham,D,H,L Mason,13.83,0.85,-12.98,18.03,4.95,-13.08
2011-02-13,Bolton,Everton,H,H,L Probert,5.4,1.4,-4.0,1.7,6.6,4.9
2011-02-14,Fulham,Chelsea,D,D,M Dean,11.05,12.81,1.76,121.5,16.5,-105.0
2011-02-15,Birmingham,Newcastle,A,A,L Mason,25.6,0.175,-25.43,13.98,41.75,27.77
2011-02-20,West Brom,Wolves,D,A,M Dean,13.83,0.85,-12.98,20.22,6.44,-13.78
2011-02-22,Blackpool,Tottenham,H,H,C Foy,5.73,0.7,-5.03,26.6,2.94,-23.67
2011-02-23,Arsenal,Stoke,H,H,P Walton,23.0,8.1,-14.9,21.1,6.78,-14.33
2011-02-26,Aston Villa,Blackburn,H,D,M Atkinson,37.4,28.4,-9.0,5.05,0.275,-4.78
2011-02-26,Everton,Sunderland,H,H,S Attwell,1.7,6.6,4.9,29.1,41.78,12.68
2011-02-26,Newcastle,Bolton,D,D,C Foy,13.98,41.75,27.77,5.4,1.4,-4.0
2011-02-26,Wigan,Man United,A,A,M Clattenburg,11.4,3.4,-8.0,29.3,16.97,-12.34
2011-02-26,Wolves,Blackpool,H,H,N Swarbrick,20.22,6.44,-13.78,5.73,0.7,-5.03
2011-02-27,Man City,Fulham,D,H,P Walton,183.61,40.15,-143.46,11.05,12.81,1.76
2011-02-27,West Ham,Liverpool,H,H,M Halsey,18.03,4.95,-13.08,97.73,101.5,3.78
2011-02-28,Stoke,West Brom,D,D,M Oliver,21.1,6.78,-14.33,13.83,0.85,-12.98
2011-03-01,Chelsea,Man United,H,A,M Atkinson,121.5,16.5,-105.0,29.3,16.97,-12.34
2011-03-05,Arsenal,Sunderland,D,D,A Taylor,23.0,8.1,-14.9,29.1,41.78,12.68
2011-03-05,Birmingham,West Brom,A,D,M Jones,25.6,0.175,-25.43,13.83,0.85,-12.98
2011-03-05,Bolton,Aston Villa,H,D,K Friend,5.4,1.4,-4.0,37.4,28.4,-9.0
2011-03-05,Fulham,Blackburn,H,D,M Clattenburg,11.05,12.81,1.76,5.05,0.275,-4.78
2011-03-05,Man City,Wigan,H,H,S Attwell,183.61,40.15,-143.46,11.4,3.4,-8.0
2011-03-05,Newcastle,Everton,A,A,H Webb,13.98,41.75,27.77,1.7,6.6,4.9
2011-03-05,West Ham,Stoke,H,H,A Marriner,18.03,4.95,-13.08,21.1,6.78,-14.33
2011-03-06,Liverpool,Man United,H,H,P Dowd,97.73,101.5,3.78,29.3,16.97,-12.34
2011-03-06,Wolves,Tottenham,D,D,M Halsey,20.22,6.44,-13.78,26.6,2.94,-23.67
2011-03-07,Blackpool,Chelsea,A,A,M Dean,5.73,0.7,-5.03,121.5,16.5,-105.0
2011-03-09,Everton,Birmingham,D,D,P Walton,1.7,6.6,4.9,25.6,0.175,-25.43
2011-03-19,Aston Villa,Wolves,A,A,P Dowd,37.4,28.4,-9.0,20.22,6.44,-13.78
2011-03-19,Blackburn,Blackpool,D,A,H Webb,5.05,0.275,-4.78,5.73,0.7,-5.03
2011-03-19,Everton,Fulham,H,H,M Oliver,1.7,6.6,4.9,11.05,12.81,1.76
2011-03-19,Man United,Bolton,H,D,A Marriner,29.3,16.97,-12.34,5.4,1.4,-4.0
2011-03-19,Stoke,Newcastle,H,H,L Mason,21.1,6.78,-14.33,13.98,41.75,27.77
2011-03-19,Tottenham,West Ham,D,D,M Dean,26.6,2.94,-23.67,18.03,4.95,-13.08
2011-03-19,West Brom,Arsenal,D,H,S Attwell,13.83,0.85,-12.98,23.0,8.1,-14.9
2011-03-19,Wigan,Birmingham,H,D,L Probert,11.4,3.4,-8.0,25.6,0.175,-25.43
2011-03-20,Chelsea,Man City,H,D,C Foy,121.5,16.5,-105.0,183.61,40.15,-143.46
2011-03-20,Sunderland,Liverpool,A,A,K Friend,29.1,41.78,12.68,97.73,101.5,3.78
2011-04-02,Arsenal,Blackburn,D,D,P Dowd,23.0,8.1,-14.9,5.05,0.275,-4.78
2011-04-02,Birmingham,Bolton,H,H,M Oliver,25.6,0.175,-25.43,5.4,1.4,-4.0
2011-04-02,Everton,Aston Villa,D,H,M Jones,1.7,6.6,4.9,37.4,28.4,-9.0
2011-04-02,Newcastle,Wolves,H,H,M Dean,13.98,41.75,27.77,20.22,6.44,-13.78
2011-04-02,Stoke,Chelsea,D,D,P Walton,21.1,6.78,-14.33,121.5,16.5,-105.0
2011-04-02,West Brom,Liverpool,H,D,M Atkinson,13.83,0.85,-12.98,97.73,101.5,3.78
2011-04-02,West Ham,Man United,A,H,L Mason,18.03,4.95,-13.08,29.3,16.97,-12.34
2011-04-02,Wigan,Tottenham,D,D,A Marriner,11.4,3.4,-8.0,26.6,2.94,-23.67
2011-04-03,Fulham,Blackpool,H,H,S Attwell,11.05,12.81,1.76,5.73,0.7,-5.03
2011-04-03,Man City,Sunderland,H,H,H Webb,183.61,40.15,-143.46,29.1,41.78,12.68
2011-04-09,Blackburn,Birmingham,D,D,C Foy,5.05,0.275,-4.78,25.6,0.175,-25.43
2011-04-09,Bolton,West Ham,H,H,L Probert,5.4,1.4,-4.0,18.03,4.95,-13.08
2011-04-09,Chelsea,Wigan,H,D,H Webb,121.5,16.5,-105.0,11.4,3.4,-8.0
2011-04-09,Man United,Fulham,H,H,M Jones,29.3,16.97,-12.34,11.05,12.81,1.76
2011-04-09,Sunderland,West Brom,A,H,P Walton,29.1,41.78,12.68,13.83,0.85,-12.98
2011-04-09,Tottenham,Stoke,H,H,K Friend,26.6,2.94,-23.67,21.1,6.78,-14.33
2011-04-09,Wolves,Everton,A,A,P Dowd,20.22,6.44,-13.78,1.7,6.6,4.9
2011-04-10,Aston Villa,Newcastle,H,H,S Attwell,37.4,28.4,-9.0,13.98,41.75,27.77
2011-04-10,Blackpool,Arsenal,A,A,L Mason,5.73,0.7,-5.03,23.0,8.1,-14.9
2011-04-11,Liverpool,Man City,H,H,M Halsey,97.73,101.5,3.78,183.61,40.15,-143.46
2011-04-16,Birmingham,Sunderland,H,H,P Dowd,25.6,0.175,-25.43,29.1,41.78,12.68
2011-04-16,Blackpool,Wigan,A,A,P Walton,5.73,0.7,-5.03,11.4,3.4,-8.0
2011-04-16,Everton,Blackburn,H,D,K Friend,1.7,6.6,4.9,5.05,0.275,-4.78
2011-04-16,West Brom,Chelsea,A,A,L Probert,13.83,0.85,-12.98,121.5,16.5,-105.0
2011-04-16,West Ham,Aston Villa,A,D,M Halsey,18.03,4.95,-13.08,37.4,28.4,-9.0
2011-04-17,Arsenal,Liverpool,D,D,A Marriner,23.0,8.1,-14.9,97.73,101.5,3.78
2011-04-19,Newcastle,Man United,D,D,L Probert,13.98,41.75,27.77,29.3,16.97,-12.34
2011-04-20,Chelsea,Birmingham,H,H,M Jones,121.5,16.5,-105.0,25.6,0.175,-25.43
2011-04-20,Tottenham,Arsenal,D,A,M Atkinson,26.6,2.94,-23.67,23.0,8.1,-14.9
2011-04-23,Aston Villa,Stoke,D,D,C Foy,37.4,28.4,-9.0,21.1,6.78,-14.33
2011-04-23,Blackpool,Newcastle,D,D,M Atkinson,5.73,0.7,-5.03,13.98,41.75,27.77
2011-04-23,Chelsea,West Ham,H,H,P Dowd,121.5,16.5,-105.0,18.03,4.95,-13.08
2011-04-23,Liverpool,Birmingham,H,H,H Webb,97.73,101.5,3.78,25.6,0.175,-25.43
2011-04-23,Man United,Everton,H,D,P Walton,29.3,16.97,-12.34,1.7,6.6,4.9
2011-04-23,Sunderland,Wigan,H,D,L Probert,29.1,41.78,12.68,11.4,3.4,-8.0
2011-04-23,Tottenham,West Brom,D,D,S Attwell,26.6,2.94,-23.67,13.83,0.85,-12.98
2011-04-23,Wolves,Fulham,D,H,M Oliver,20.22,6.44,-13.78,11.05,12.81,1.76
2011-04-24,Bolton,Arsenal,H,H,M Jones,5.4,1.4,-4.0,23.0,8.1,-14.9
2011-04-25,Blackburn,Man City,A,D,A Marriner,5.05,0.275,-4.78,183.61,40.15,-143.46
2011-04-26,Stoke,Wolves,H,H,L Mason,21.1,6.78,-14.33,20.22,6.44,-13.78
2011-04-27,Fulham,Bolton,H,H,A Taylor,11.05,12.81,1.76,5.4,1.4,-4.0
2011-04-30,Blackburn,Bolton,H,H,M Dean,5.05,0.275,-4.78,5.4,1.4,-4.0
2011-04-30,Blackpool,Stoke,D,D,M Clattenburg,5.73,0.7,-5.03,21.1,6.78,-14.33
2011-04-30,Chelsea,Tottenham,H,D,A Marriner,121.5,16.5,-105.0,26.6,2.94,-23.67
2011-04-30,Sunderland,Fulham,A,A,M Atkinson,29.1,41.78,12.68,11.05,12.81,1.76
2011-04-30,West Brom,Aston Villa,H,A,P Dowd,13.83,0.85,-12.98,37.4,28.4,-9.0
2011-04-30,Wigan,Everton,D,H,L Mason,11.4,3.4,-8.0,1.7,6.6,4.9
2011-05-01,Arsenal,Man United,H,D,C Foy,23.0,8.1,-14.9,29.3,16.97,-12.34
2011-05-01,Birmingham,Wolves,D,D,K Friend,25.6,0.175,-25.43,20.22,6.44,-13.78
2011-05-01,Liverpool,Newcastle,H,H,P Walton,97.73,101.5,3.78,13.98,41.75,27.77
2011-05-01,Man City,West Ham,H,H,H Webb,183.61,40.15,-143.46,18.03,4.95,-13.08
2011-05-07,Aston Villa,Wigan,D,D,M Jones,37.4,28.4,-9.0,11.4,3.4,-8.0
2011-05-07,Bolton,Sunderland,A,A,K Friend,5.4,1.4,-4.0,29.1,41.78,12.68
2011-05-07,Everton,Man City,H,A,P Dowd,1.7,6.6,4.9,183.61,40.15,-143.46
2011-05-07,Newcastle,Birmingham,H,H,C Foy,13.98,41.75,27.77,25.6,0.175,-25.43
2011-05-07,Tottenham,Blackpool,D,D,L Probert,26.6,2.94,-23.67,5.73,0.7,-5.03
2011-05-07,West Ham,Blackburn,D,A,P Walton,18.03,4.95,-13.08,5.05,0.275,-4.78
2011-05-08,Man United,Chelsea,H,H,H Webb,29.3,16.97,-12.34,121.5,16.5,-105.0
2011-05-08,Stoke,Arsenal,H,H,M Halsey,21.1,6.78,-14.33,23.0,8.1,-14.9
2011-05-08,Wolves,West Brom,H,H,M Dean,20.22,6.44,-13.78,13.83,0.85,-12.98
2011-05-09,Fulham,Liverpool,A,A,L Mason,11.05,12.81,1.76,97.73,101.5,3.78
2011-05-10,Man City,Tottenham,H,H,M Dean,183.61,40.15,-143.46,26.6,2.94,-23.67
2011-05-14,Blackburn,Man United,D,H,P Dowd,5.05,0.275,-4.78,29.3,16.97,-12.34
2011-05-14,Blackpool,Bolton,H,H,A Marriner,5.73,0.7,-5.03,5.4,1.4,-4.0
2011-05-14,Sunderland,Wolves,A,D,M Jones,29.1,41.78,12.68,20.22,6.44,-13.78
2011-05-14,West Brom,Everton,H,H,A Taylor,13.83,0.85,-12.98,1.7,6.6,4.9
2011-05-15,Arsenal,Aston Villa,A,A,M Oliver,23.0,8.1,-14.9,37.4,28.4,-9.0
2011-05-15,Birmingham,Fulham,A,A,P Walton,25.6,0.175,-25.43,11.05,12.81,1.76
2011-05-15,Chelsea,Newcastle,D,D,L Mason,121.5,16.5,-105.0,13.98,41.75,27.77
2011-05-15,Liverpool,Tottenham,A,A,H Webb,97.73,101.5,3.78,26.6,2.94,-23.67
